learning_rate,epochs,reg_l1,reg_l2,batch_size,threshold,acc,prec,rec,f1,log_loss,overall
0.01,200,0.01,0.001,32,0.4,0.7297560975609756,0.6844444444444444,0.8783269961977186,0.7693588676103247,0.5493475937573452,0.6223058075457725
0.01,200,0.01,0.001,64,0.4,0.713170731707317,0.6690962099125365,0.8726235741444867,0.7574257425742574,0.5541777593373242,0.6111674472121135
0.01,200,0.01,0.01,16,0.4,0.7278048780487805,0.6802919708029197,0.8859315589353612,0.7696118909991743,0.5528984918095148,0.6211058543958553
0.01,200,0.01,0.01,32,0.4,0.7248780487804878,0.6783625730994152,0.8821292775665399,0.7669421487603306,0.5536119864083531,0.618785833920015
0.01,200,0.01,0.01,64,0.4,0.7102439024390244,0.6657018813314037,0.8745247148288974,0.7559572719802794,0.5577429534647298,0.6086817385879566
0.01,200,0.01,0.1,16,0.4,0.6848780487804879,0.6273525721455459,0.9505703422053232,0.7558578987150416,0.5899461113493392,0.5969741654468863
0.01,200,0.01,0.1,32,0.4,0.6829268292682927,0.6257822277847309,0.9505703422053232,0.7547169811320755,0.5899034518195245,0.59609757042518
0.01,200,0.01,0.1,64,0.4,0.6839024390243903,0.6265664160401002,0.9505703422053232,0.7552870090634441,0.5902413790889401,0.596421375023569
0.01,200,0.1,0.0,16,0.5,0.6839024390243903,0.658307210031348,0.7984790874524715,0.7216494845360825,0.6515153538467332,0.5494465495973944
0.01,200,0.1,0.0,32,0.5,0.6839024390243903,0.6578125,0.8003802281368821,0.7221269296740995,0.6512796887473373,0.5498371381958429
0.01,200,0.1,0.0,64,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6530892046507246,0.5484805300110921
0.01,200,0.1,0.001,16,0.5,0.6829268292682927,0.6577708006279435,0.7965779467680608,0.7205503009458297,0.6513001294577964,0.5487105850427235
0.01,200,0.1,0.001,32,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6515499514871856,0.5490356982375196
0.01,200,0.1,0.001,64,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6533413843219265,0.5483895754208281
0.01,200,0.1,0.01,16,0.5,0.688780487804878,0.6609642301710731,0.8079847908745247,0.7271171941830624,0.654256694907285,0.5525137140791047
0.01,200,0.1,0.01,32,0.5,0.68,0.6523076923076923,0.8060836501901141,0.7210884353741497,0.6540880455690443,0.5477337999217893
0.01,200,0.1,0.01,64,0.5,0.6848780487804879,0.655436447166922,0.8136882129277566,0.726039016115352,0.6554237826226141,0.5509878225008763
0.01,200,0.1,0.1,16,0.5,0.6692682926829269,0.6311360448807855,0.8555133079847909,0.7263922518159807,0.6687671102267383,0.5453357636718703
0.01,200,0.1,0.1,32,0.5,0.6614634146341464,0.6255259467040674,0.8479087452471483,0.7199354317998385,0.66875311712275,0.5402931698599603
0.01,200,0.1,0.1,64,0.5,0.6624390243902439,0.6256983240223464,0.8517110266159695,0.7214170692431562,0.6688668054967355,0.5413737339398446
0.01,500,0.0,0.0,16,0.4,0.7209756097560975,0.6846153846153846,0.8460076045627376,0.7568027210884354,0.5443249733452462,0.6148475044237101
0.01,500,0.0,0.0,32,0.4,0.7209756097560975,0.6846153846153846,0.8460076045627376,0.7568027210884354,0.5442271049015773,0.6148828030032952
0.01,500,0.0,0.0,64,0.4,0.7219512195121951,0.6856702619414484,0.8460076045627376,0.7574468085106383,0.544388878452039,0.6153427943127238
0.01,500,0.0,0.001,16,0.4,0.7239024390243902,0.6854961832061068,0.8536121673003803,0.7603725656223539,0.544360525655852,0.6174830112906737
0.01,500,0.0,0.001,32,0.4,0.7229268292682927,0.6855828220858896,0.8498098859315589,0.7589134125636672,0.5443700387945287,0.6164154359937226
0.01,500,0.0,0.001,64,0.4,0.7219512195121951,0.6856702619414484,0.8460076045627376,0.7574468085106383,0.5446305263352653,0.6152556382620308
0.01,500,0.0,0.01,16,0.4,0.7151219512195122,0.6772727272727272,0.8498098859315589,0.7537942664418212,0.547326610021193,0.6112365411316257
0.01,500,0.0,0.01,32,0.4,0.7160975609756097,0.6777609682299546,0.8517110266159695,0.7548441449031171,0.5472627480007264,0.6120512048595286
0.01,500,0.0,0.01,64,0.4,0.7141463414634146,0.6762481089258698,0.8498098859315589,0.7531592249368155,0.5475747094228022,0.6106370326785009
0.01,500,0.0,0.1,16,0.4,0.6936585365853658,0.6380208333333334,0.9315589353612167,0.7573415765069552,0.5825627077859711,0.6006070992029762
0.01,500,0.0,0.1,32,0.4,0.6926829268292682,0.6371911573472041,0.9315589353612167,0.7567567567567568,0.5827629415624326,0.6000763985357063
0.01,500,0.0,0.1,64,0.4,0.6907317073170731,0.6355382619974059,0.9315589353612167,0.7555898226676947,0.5827410176248522,0.5991693104056577
0.01,500,0.001,0.0,16,0.4,0.7219512195121951,0.6845329249617151,0.8498098859315589,0.7582697201017812,0.5442577329913906,0.6159386977463142
0.01,500,0.001,0.0,32,0.4,0.7219512195121951,0.6845329249617151,0.8498098859315589,0.7582697201017812,0.5442504875904834,0.6159413109723038
0.01,500,0.001,0.0,64,0.4,0.7258536585365853,0.6875957120980092,0.8536121673003803,0.7616624257845632,0.5445642403411577,0.6184445904948739
0.01,500,0.001,0.001,16,0.4,0.7239024390243902,0.6854961832061068,0.8536121673003803,0.7603725656223539,0.5444445080678627,0.6174527210383413
0.01,500,0.001,0.001,32,0.4,0.7248780487804878,0.6865443425076453,0.8536121673003803,0.7610169491525424,0.5444508698904745,0.6179674957021275
0.01,500,0.001,0.001,64,0.4,0.7248780487804878,0.6865443425076453,0.8536121673003803,0.7610169491525424,0.5448196638979995,0.617834481380686
0.01,500,0.001,0.01,16,0.4,0.7219512195121951,0.6806596701649176,0.8631178707224335,0.7611064543168483,0.5478040385810539,0.6165903686874317
0.01,500,0.001,0.01,32,0.4,0.7190243902439024,0.6792168674698795,0.8574144486692015,0.7579831932773109,0.5477218540934714,0.6142560969784794
0.01,500,0.001,0.01,64,0.4,0.7170731707317073,0.6771771771771772,0.8574144486692015,0.7567114093959731,0.5480346412894677,0.6131247158886458
0.01,500,0.001,0.1,16,0.4,0.688780487804878,0.6338939197930142,0.9315589353612167,0.7544264819091608,0.583469391786306,0.5979942184006565
0.01,500,0.001,0.1,32,0.4,0.686829268292683,0.632258064516129,0.9315589353612167,0.7532667179093006,0.5834479295529568,0.5970921642828899
0.01,500,0.001,0.1,64,0.4,0.6878048780487804,0.6330749354005168,0.9315589353612167,0.7538461538461538,0.5834183403375186,0.5975574109609895
0.01,500,0.01,0.0,16,0.4,0.7258536585365853,0.6820208023774146,0.8726235741444867,0.7656380316930775,0.5476904566828372,0.6200476768512779
0.01,500,0.01,0.0,32,0.4,0.7239024390243902,0.6810730253353204,0.8688212927756654,0.7635756056808688,0.5476437344609028,0.6184963412871255
0.01,500,0.01,0.0,64,0.4,0.728780487804878,0.6845238095238095,0.8745247148288974,0.7679465776293823,0.5482050885240531,0.6216639960562371
0.01,500,0.01,0.001,16,0.4,0.7239024390243902,0.6810730253353204,0.8688212927756654,0.7635756056808688,0.548144913223693,0.6183155792582063
0.01,500,0.01,0.001,32,0.4,0.7258536585365853,0.6820208023774146,0.8726235741444867,0.7656380316930775,0.5481209252388226,0.6198924181385332
0.01,500,0.01,0.001,64,0.4,0.7297560975609756,0.6849925705794948,0.876425855513308,0.7689741451209341,0.5486725054436774,0.622277567688346
0.01,500,0.01,0.01,16,0.4,0.7248780487804878,0.6783625730994152,0.8821292775665399,0.7669421487603306,0.5527467714166596,0.6190978942644697
0.01,500,0.01,0.01,32,0.4,0.7239024390243902,0.6773722627737226,0.8821292775665399,0.7663088356729976,0.5528332349258843,0.6185639773450893
0.01,500,0.01,0.01,64,0.4,0.7229268292682927,0.6763848396501457,0.8821292775665399,0.7656765676567657,0.5532231065776045,0.6179214677782713
0.01,500,0.01,0.1,16,0.4,0.6839024390243903,0.6265664160401002,0.9505703422053232,0.7552870090634441,0.5899420763579272,0.5965293256650082
0.01,500,0.01,0.1,32,0.4,0.6819512195121952,0.62531328320802,0.9486692015209125,0.7537764350453172,0.5898927546951113,0.5953409905941578
0.01,500,0.01,0.1,64,0.4,0.6829268292682927,0.6257822277847309,0.9505703422053232,0.7547169811320755,0.5899128451054008,0.5960941825134422
0.01,500,0.1,0.0,16,0.5,0.6858536585365854,0.660377358490566,0.7984790874524715,0.7228915662650602,0.6510754004375643,0.5506224622987194
0.01,500,0.1,0.0,32,0.5,0.6839024390243903,0.6578125,0.8003802281368821,0.7221269296740995,0.6511730501239142,0.5498755999491378
0.01,500,0.1,0.0,64,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6511655021167446,0.5491743590375717
0.01,500,0.1,0.001,16,0.5,0.6829268292682927,0.656298600311042,0.8022813688212928,0.7219846022241232,0.6510745365939948,0.5497115990333679
0.01,500,0.1,0.001,32,0.5,0.6839024390243903,0.6573208722741433,0.8022813688212928,0.7226027397260274,0.6515996500177084,0.550027534631805
0.01,500,0.1,0.001,64,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6514303252344241,0.5490788442879244
0.01,500,0.1,0.01,16,0.5,0.6839024390243903,0.6558641975308642,0.8079847908745247,0.7240204429301533,0.6537577682471271,0.5501677621753568
0.01,500,0.1,0.01,32,0.5,0.6829268292682927,0.6553323029366306,0.8060836501901141,0.7229326513213982,0.6540396951986613,0.5492562391345273
0.01,500,0.1,0.01,64,0.5,0.6809756097560976,0.6537867078825348,0.8041825095057035,0.7212276214833759,0.6540649928806159,0.5479338844246362
0.01,500,0.1,0.1,16,0.5,0.6614634146341464,0.6255259467040674,0.8479087452471483,0.7199354317998385,0.6686585706009806,0.5403272703094828
0.01,500,0.1,0.1,32,0.5,0.6653658536585366,0.6283309957924264,0.8517110266159695,0.7231638418079096,0.6688451937687947,0.5427837806084741
0.01,500,0.1,0.1,64,0.5,0.6624390243902439,0.6256983240223464,0.8517110266159695,0.7214170692431562,0.6687933651705955,0.5414002219384254
0.01,1000,0.0,0.0,16,0.4,0.72,0.6835637480798771,0.8460076045627376,0.756159728122345,0.544208400127607,0.6143721323124185
0.01,1000,0.0,0.0,32,0.4,0.7209756097560975,0.6846153846153846,0.8460076045627376,0.7568027210884354,0.5442070487063542,0.6148900367466421
0.01,1000,0.0,0.0,64,0.4,0.7209756097560975,0.6846153846153846,0.8460076045627376,0.7568027210884354,0.5442065065090602,0.6148902323029789
0.01,1000,0.0,0.001,16,0.4,0.7229268292682927,0.6855828220858896,0.8498098859315589,0.7589134125636672,0.5445349081309475,0.6163559719502111
0.01,1000,0.0,0.001,32,0.4,0.7229268292682927,0.6855828220858896,0.8498098859315589,0.7589134125636672,0.5443691188827051,0.6164157677817791
0.01,1000,0.0,0.001,64,0.4,0.7229268292682927,0.6855828220858896,0.8498098859315589,0.7589134125636672,0.5443561744790494,0.6164204364885194
0.01,1000,0.0,0.01,16,0.4,0.7151219512195122,0.6772727272727272,0.8498098859315589,0.7537942664418212,0.5472095501686046,0.6112787615488299
0.01,1000,0.0,0.01,32,0.4,0.7160975609756097,0.6777609682299546,0.8517110266159695,0.7548441449031171,0.5472890218918182,0.6120417285564328
0.01,1000,0.0,0.01,64,0.4,0.7141463414634146,0.6767830045523521,0.8479087452471483,0.7527426160337553,0.5472602001831046,0.6104681237054771
0.01,1000,0.0,0.1,16,0.4,0.6926829268292682,0.6371911573472041,0.9315589353612167,0.7567567567567568,0.5828135181821745,0.6000581568760845
0.01,1000,0.0,0.1,32,0.4,0.6917073170731707,0.6363636363636364,0.9315589353612167,0.7561728395061729,0.5827326192843616,0.5996295100129824
0.01,1000,0.0,0.1,64,0.4,0.6907317073170731,0.6355382619974059,0.9315589353612167,0.7555898226676947,0.5827719187388821,0.5991581651846656
0.01,1000,0.001,0.0,16,0.4,0.7209756097560975,0.6840490797546013,0.8479087452471483,0.7572156196943973,0.5441924272136645,0.6151704451173859
0.01,1000,0.001,0.0,32,0.4,0.7219512195121951,0.6845329249617151,0.8498098859315589,0.7582697201017812,0.5442117495496467,0.6159552827671559
0.01,1000,0.001,0.0,64,0.4,0.7219512195121951,0.6845329249617151,0.8498098859315589,0.7582697201017812,0.5442245804195456,0.6159506550090625
0.01,1000,0.001,0.001,16,0.4,0.7248780487804878,0.6865443425076453,0.8536121673003803,0.7610169491525424,0.5444132369842103,0.6179810689039379
0.01,1000,0.001,0.001,32,0.4,0.7239024390243902,0.6854961832061068,0.8536121673003803,0.7603725656223539,0.5444776128820871,0.6174407810005135
0.01,1000,0.001,0.001,64,0.4,0.7248780487804878,0.6865443425076453,0.8536121673003803,0.7610169491525424,0.5444552727980595,0.6179659076888928
0.01,1000,0.001,0.01,16,0.4,0.7190243902439024,0.6792168674698795,0.8574144486692015,0.7579831932773109,0.547760598249282,0.6142421229781165
0.01,1000,0.001,0.01,32,0.4,0.7190243902439024,0.6792168674698795,0.8574144486692015,0.7579831932773109,0.547680999871591,0.6142708320243059
0.01,1000,0.001,0.01,64,0.4,0.7190243902439024,0.6792168674698795,0.8574144486692015,0.7579831932773109,0.5477052422901073,0.6142620884200627
0.01,1000,0.001,0.1,16,0.4,0.6878048780487804,0.6330749354005168,0.9315589353612167,0.7538461538461538,0.5833845211835378,0.5975696086424234
0.01,1000,0.001,0.1,32,0.4,0.6897560975609756,0.6347150259067358,0.9315589353612167,0.7550077041602465,0.5834130877825249,0.598470394026346
0.01,1000,0.001,0.1,64,0.4,0.6897560975609756,0.6347150259067358,0.9315589353612167,0.7550077041602465,0.5834157073875277,0.5984694492035594
0.01,1000,0.01,0.0,16,0.4,0.7239024390243902,0.6810730253353204,0.8688212927756654,0.7635756056808688,0.5476131534127933,0.6185073710687387
0.01,1000,0.01,0.0,32,0.4,0.7258536585365853,0.6820208023774146,0.8726235741444867,0.7656380316930775,0.5476361185054405,0.6200672752060432
0.01,1000,0.01,0.0,64,0.4,0.7278048780487805,0.684053651266766,0.8726235741444867,0.7669172932330827,0.5476607620979351,0.6210774549985736
0.01,1000,0.01,0.001,16,0.4,0.7278048780487805,0.682962962962963,0.876425855513308,0.7676935886761033,0.5482397872772677,0.621414894215198
0.01,1000,0.01,0.001,32,0.4,0.7239024390243902,0.6810730253353204,0.8688212927756654,0.7635756056808688,0.5480882292769327,0.6183360236704286
0.01,1000,0.01,0.001,64,0.4,0.7278048780487805,0.684053651266766,0.8726235741444867,0.7669172932330827,0.548129801934801,0.6209082846369172
0.01,1000,0.01,0.01,16,0.4,0.7258536585365853,0.6783114992721979,0.8859315589353612,0.7683429513602638,0.5528124154103453,0.6201308877517088
0.01,1000,0.01,0.01,32,0.4,0.7219512195121951,0.6754002911208151,0.8821292775665399,0.765045342126958,0.5528584002541087,0.6175519502276107
0.01,1000,0.01,0.01,64,0.4,0.7239024390243902,0.6773722627737226,0.8821292775665399,0.7663088356729976,0.5528567258438042,0.6185555047873921
0.01,1000,0.01,0.1,16,0.4,0.6819512195121952,0.62531328320802,0.9486692015209125,0.7537764350453172,0.5899645106714413,0.5953151100963565
0.01,1000,0.01,0.1,32,0.4,0.6829268292682927,0.6257822277847309,0.9505703422053232,0.7547169811320755,0.5898762802184792,0.5961073705087003
0.01,1000,0.01,0.1,64,0.4,0.6848780487804879,0.6267166042446941,0.9543726235741445,0.7565938206480783,0.58989667377912,0.5976191253896455
0.01,1000,0.1,0.0,16,0.5,0.686829268292683,0.6589147286821705,0.8079847908745247,0.7258753202391118,0.6512804819909872,0.5525741042722504
0.01,1000,0.1,0.0,32,0.5,0.6848780487804879,0.6583463338533542,0.8022813688212928,0.7232219365895458,0.6510966513525348,0.5507151860468963
0.01,1000,0.1,0.0,64,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6511052796480942,0.5491960797017897
0.01,1000,0.1,0.001,16,0.5,0.6897560975609756,0.6630094043887147,0.8041825095057035,0.7268041237113402,0.6513439686985946,0.5534710244769803
0.01,1000,0.1,0.001,32,0.5,0.6829268292682927,0.656298600311042,0.8022813688212928,0.7219846022241232,0.6515500439718958,0.549540095999367
0.01,1000,0.1,0.001,64,0.5,0.6819512195121952,0.65527950310559,0.8022813688212928,0.7213675213675214,0.6514954525066161,0.54905535458977
0.01,1000,0.1,0.01,16,0.5,0.6829268292682927,0.6558139534883721,0.8041825095057035,0.7224594363791631,0.6535906205395665,0.5491110638525715
0.01,1000,0.1,0.01,32,0.5,0.6829268292682927,0.6543778801843319,0.8098859315589354,0.723874256584537,0.6538720917985376,0.5499315482537239
