learning_rate,epochs,reg_l1,reg_l2,batch_size,threshold,acc,prec,rec,f1,log_loss,overall
0.001,50,0.001,0.001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6910917097423119,0.5399143725436371
0.001,50,0.001,0.01,32,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6505175283521817,0.5548415706568377
0.001,50,0.001,0.01,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6795813656396539,0.543234223765179
0.001,50,0.001,0.01,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6910921584745071,0.5399142106977088
0.001,50,0.01,0.0,32,0.49999999999999994,0.7082926829268292,0.7015985790408525,0.7509505703422054,0.7254361799816346,0.6538036424228376,0.5547554306342921
0.001,50,0.01,0.0,128,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.6807899434955378,0.5463873986976501
0.001,50,0.01,0.0,1026,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.6912780344237808,0.5426046195050078
0.001,50,0.01,0.0001,32,0.49999999999999994,0.7073170731707317,0.700354609929078,0.7509505703422054,0.7247706422018348,0.6537637558549607,0.554208296941991
0.001,50,0.01,0.0001,128,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6807941812690224,0.5455577532950975
0.001,50,0.01,0.0001,1026,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.691278038968183,0.5426046178659613
0.001,50,0.01,0.001,32,0.49999999999999994,0.7082926829268292,0.7008849557522124,0.752851711026616,0.7259395050412466,0.6538193674011412,0.5550180367570745
0.001,50,0.01,0.001,128,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6807555175334541,0.5455716982899891
0.001,50,0.01,0.001,1026,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.6912780798671515,0.5426046031147764
0.001,50,0.01,0.01,32,0.49999999999999994,0.7102439024390244,0.7033747779751333,0.752851711026616,0.7272727272727273,0.6540124118941724,0.5560723636031665
0.001,50,0.01,0.01,128,0.49999999999999994,0.7102439024390244,0.7019400352733686,0.7566539923954373,0.7282708142726441,0.6807840199360691,0.546949462478449
0.001,50,0.01,0.01,1026,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.6912784887923574,0.5426044556261849
0.001,100,0.0,0.0,32,0.44999999999999996,0.6790243902439025,0.6336499321573948,0.8878326996197718,0.7395091053048297,0.6224842543806723,0.5721220895306225
0.001,100,0.0,0.0,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6673288553849172,0.5476533827109165
0.001,100,0.0,0.0,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890336074044517,0.5400962074062569
0.001,100,0.0,0.0001,32,0.44999999999999996,0.6790243902439025,0.6336499321573948,0.8878326996197718,0.7395091053048297,0.6225173481930455,0.5721101534608738
0.001,100,0.0,0.0001,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6673541111340335,0.5476442736249155
0.001,100,0.0,0.0001,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890336274385438,0.5400962001804855
0.001,100,0.0,0.001,32,0.44999999999999996,0.68,0.6341463414634146,0.8897338403041825,0.740506329113924,0.6225423346120235,0.5728812418947403
0.001,100,0.0,0.001,128,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6673602871091773,0.5484736739801529
0.001,100,0.0,0.001,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890338077395727,0.5400961351506355
0.001,100,0.0,0.01,32,0.44999999999999996,0.6760975609756098,0.6307277628032345,0.8897338403041825,0.7381703470031545,0.6231631956245366,0.5708042365053949
0.001,100,0.0,0.01,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6674179601102476,0.5476212449745781
0.001,100,0.0,0.01,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890356101758753,0.5400954850591566
0.001,100,0.0001,0.0,32,0.44999999999999996,0.68,0.6341463414634146,0.8897338403041825,0.740506329113924,0.622537144707229,0.5728831137572177
0.001,100,0.0001,0.0,128,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.667411571064262,0.5484551772032334
0.001,100,0.0001,0.0,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890377256162369,0.5400947220753269
0.001,100,0.0001,0.0001,32,0.44999999999999996,0.6770731707317074,0.631935047361299,0.8878326996197718,0.7383399209486166,0.6225572360938132,0.5711678109666148
0.001,100,0.0001,0.0001,128,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6673587756708645,0.5484742191162925
0.001,100,0.0001,0.0001,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890377456306217,0.5400947148566635
0.001,100,0.0001,0.001,32,0.44999999999999996,0.6770731707317074,0.631935047361299,0.8878326996197718,0.7383399209486166,0.6226048316356222,0.5711506445035808
0.001,100,0.0001,0.001,128,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6673720221119788,0.5484694414725663
0.001,100,0.0001,0.001,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890379257542912,0.5400946498907823
0.001,100,0.0001,0.01,32,0.44999999999999996,0.6760975609756098,0.6307277628032345,0.8897338403041825,0.7381703470031545,0.6232322326819598,0.5707793366502993
0.001,100,0.0001,0.01,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6674683211286152,0.5476030810767147
0.001,100,0.0001,0.01,1026,0.49999999999999994,0.7053658536585365,0.6985815602836879,0.7490494296577946,0.7229357798165138,0.6890397264175496,0.540094000438794
0.001,100,0.001,0.0,32,0.44999999999999996,0.6751219512195122,0.6302294197031039,0.8878326996197718,0.7371744277821626,0.6230547183090116,0.5700632004353338
0.001,100,0.001,0.0,128,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6675616848358121,0.5484010351047872
0.001,100,0.001,0.0,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6890747940954761,0.5406418210940324
0.001,100,0.001,0.0001,32,0.44999999999999996,0.6751219512195122,0.6302294197031039,0.8878326996197718,0.7371744277821626,0.623038828779327,0.5700689313717533
0.001,100,0.001,0.0001,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6675828912841107,0.5475617586279229
0.001,100,0.001,0.0001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6890748139324514,0.5406418139393558
0.001,100,0.001,0.001,32,0.44999999999999996,0.6751219512195122,0.6302294197031039,0.8878326996197718,0.7371744277821626,0.6231087687869947,0.5700437058461978
0.001,100,0.001,0.001,128,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6675510945307349,0.5475732268825259
0.001,100,0.001,0.001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.689074992459485,0.5406417495493394
0.001,100,0.001,0.01,32,0.44999999999999996,0.6760975609756098,0.6307277628032345,0.8897338403041825,0.7381703470031545,0.6237083213516808,0.570607623959592
0.001,100,0.001,0.01,128,0.49999999999999994,0.7063414634146341,0.7005347593582888,0.747148288973384,0.7230910763569457,0.6676878787490003,0.5480856859358834
0.001,100,0.001,0.01,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6890767771613271,0.5406411058542151
0.001,100,0.01,0.0,32,0.44999999999999996,0.6663414634146342,0.6194805194805195,0.9068441064638784,0.7361111111111112,0.6280860389956399,0.5673675637280082
0.001,100,0.01,0.0,128,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6697521197948154,0.5495403351276048
0.001,100,0.01,0.0,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6894459316395838,0.5424372939564428
0.001,100,0.01,0.0001,32,0.44999999999999996,0.6663414634146342,0.6194805194805195,0.9068441064638784,0.7361111111111112,0.6280785324804059,0.5673702711310837
0.001,100,0.01,0.0001,128,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.6697788413075982,0.5503588143279655
0.001,100,0.01,0.0001,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6894459496980433,0.5424372874432304
0.001,100,0.01,0.001,32,0.44999999999999996,0.6673170731707317,0.6199740596627756,0.908745247148289,0.7370855821125675,0.628136012485593,0.5681233779543668
0.001,100,0.01,0.001,128,0.49999999999999994,0.7102439024390244,0.7019400352733686,0.7566539923954373,0.7282708142726441,0.6698127425831462,0.5509065143357688
0.001,100,0.01,0.001,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6894461122189363,0.5424372288262088
0.001,100,0.01,0.01,32,0.44999999999999996,0.6614634146341464,0.6151866151866152,0.908745247148289,0.7336914811972371,0.6287274570173794,0.565225996526572
0.001,100,0.01,0.01,128,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6699022796203147,0.5494861764187077
0.001,100,0.01,0.01,1026,0.49999999999999994,0.7092682926829268,0.7007042253521126,0.7566539923954373,0.7276051188299817,0.6894477369090221,0.5432647597919813
0.001,200,0.0,0.0,32,0.44999999999999996,0.6965853658536585,0.6641221374045801,0.8269961977186312,0.7366638441998307,0.5916572617761571,0.5821323736991159
0.001,200,0.0,0.0,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6473722413069829,0.5559759931624079
0.001,200,0.0,0.0,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850722574194872,0.5420854310473887
0.001,200,0.0,0.0001,32,0.44999999999999996,0.6965853658536585,0.6641221374045801,0.8269961977186312,0.7366638441998307,0.5916657212825587,0.5821293225771323
0.001,200,0.0,0.0001,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6473355981421997,0.5559892093904366
0.001,200,0.0,0.0001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.685072335495192,0.5420854028875307
0.001,200,0.0,0.001,32,0.44999999999999996,0.6965853658536585,0.6641221374045801,0.8269961977186312,0.7366638441998307,0.5917906855320576,0.5820842512513722
0.001,200,0.0,0.001,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6473576934953356,0.5559812401763377
0.001,200,0.0,0.001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850730381315931,0.5420851494650178
0.001,200,0.0,0.01,32,0.44999999999999996,0.697560975609756,0.6641337386018237,0.8307984790874525,0.7381756756756757,0.5930798200497063,0.5827162560346073
0.001,200,0.0,0.01,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6475640506458448,0.5559068125669148
0.001,200,0.0,0.01,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850800600484108,0.5420826168438753
0.001,200,0.0001,0.0,32,0.44999999999999996,0.6965853658536585,0.6641221374045801,0.8269961977186312,0.7366638441998307,0.5917048732366567,0.5821152014946278
0.001,200,0.0001,0.0,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6473799302308876,0.555973219969311
0.001,200,0.0001,0.0,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850802889341507,0.5420825342907947
0.001,200,0.0001,0.0001,32,0.44999999999999996,0.6985365853658536,0.665144596651446,0.8307984790874525,0.738799661876585,0.5917261417329943,0.5837090019067936
0.001,200,0.0001,0.0001,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6473841191419888,0.555971709138993
0.001,200,0.0001,0.0001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850803669340744,0.542082506158269
0.001,200,0.0001,0.001,32,0.44999999999999996,0.6965853658536585,0.6641221374045801,0.8269961977186312,0.7366638441998307,0.5918411748700783,0.5820660410719771
0.001,200,0.0001,0.001,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6474068682978723,0.5559635041153985
0.001,200,0.0001,0.001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850810688884875,0.5420822529817313
0.001,200,0.0001,0.01,32,0.44999999999999996,0.6965853658536585,0.6631259484066768,0.8307984790874525,0.7375527426160338,0.5931423946866509,0.5821900542376516
0.001,200,0.0001,0.01,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6476646729661333,0.5558705207362941
0.001,200,0.0001,0.01,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6850880839895602,0.5420797228188491
0.001,200,0.001,0.0,32,0.44999999999999996,0.697560975609756,0.6641337386018237,0.8307984790874525,0.7381756756756757,0.5922464372897684,0.5830168353283385
0.001,200,0.001,0.0,128,0.49999999999999994,0.7092682926829268,0.702846975088968,0.7509505703422054,0.7261029411764706,0.6477483691189259,0.557502119797734
0.001,200,0.001,0.0,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6851525906189998,0.5420564569702498
0.001,200,0.001,0.0001,32,0.44999999999999996,0.697560975609756,0.6641337386018237,0.8307984790874525,0.7381756756756757,0.592255192098388,0.5830136776985937
0.001,200,0.001,0.0001,128,0.49999999999999994,0.7082926829268292,0.7023172905525846,0.7490494296577946,0.7249310027598896,0.6477584952640142,0.5566680334854104
0.001,200,0.001,0.0001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.685152667936539,0.5420564290838422
0.001,200,0.001,0.001,32,0.44999999999999996,0.6985365853658536,0.665144596651446,0.8307984790874525,0.738799661876585,0.5924245290086407,0.5834571119419949
0.001,200,0.001,0.001,128,0.49999999999999994,0.7082926829268292,0.7030411449016101,0.747148288973384,0.7244239631336405,0.6477367056914686,0.5564087322730552
0.001,200,0.001,0.001,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6851533637498678,0.5420561781222325
0.001,200,0.001,0.01,32,0.44999999999999996,0.7004878048780487,0.665158371040724,0.8384030418250951,0.7417998317914214,0.5937085981190526,0.5851801466015978
0.001,200,0.001,0.01,128,0.49999999999999994,0.7073170731707317,0.7017857142857142,0.747148288973384,0.7237569060773481,0.6479916022720338,0.555752605914208
0.001,200,0.001,0.01,1026,0.49999999999999994,0.7063414634146341,0.6998223801065719,0.7490494296577946,0.7235996326905417,0.6851603174773648,0.5420536700951886
0.001,200,0.01,0.0,32,0.44999999999999996,0.7063414634146341,0.6681614349775785,0.8498098859315589,0.7481171548117155,0.5981698981723641,0.5883400916747921
0.001,200,0.01,0.0,128,0.49999999999999994,0.7082926829268292,0.7008849557522124,0.752851711026616,0.7259395050412466,0.6513616705832516,0.555904463509869
0.001,200,0.01,0.0,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6858773948195213,0.5437243715498263
0.001,200,0.01,0.0001,32,0.44999999999999996,0.7063414634146341,0.6681614349775785,0.8498098859315589,0.7481171548117155,0.5981894603207298,0.5883330361211829
0.001,200,0.01,0.0001,128,0.49999999999999994,0.7082926829268292,0.7008849557522124,0.752851711026616,0.7259395050412466,0.6513922637363725,0.5558934293622958
0.001,200,0.01,0.0001,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6858774652781097,0.5437243461372623
0.001,200,0.01,0.001,32,0.44999999999999996,0.7063414634146341,0.6681614349775785,0.8498098859315589,0.7481171548117155,0.598302395393033,0.5882923034039944
0.001,200,0.01,0.001,128,0.49999999999999994,0.7073170731707317,0.700354609929078,0.7509505703422054,0.7247706422018348,0.651390895595653,0.5550641253741975
0.001,200,0.01,0.001,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6858780993646832,0.5437241174388735
0.001,200,0.01,0.01,32,0.44999999999999996,0.7063414634146341,0.6676602086438153,0.8517110266159695,0.7485380116959064,0.599617622062637,0.5881080757124805
0.001,200,0.01,0.01,128,0.49999999999999994,0.7073170731707317,0.6996466431095406,0.752851711026616,0.7252747252747253,0.6516583361075889,0.5552372651060986
0.001,200,0.01,0.01,1026,0.49999999999999994,0.7082926829268292,0.7001763668430335,0.7547528517110266,0.7264409881061299,0.6858844362008767,0.5437218319083357
0.01,50,0.0,0.0,32,0.35,0.686829268292683,0.631917631917632,0.9334600760456274,0.7536454336147352,0.5603352632428753,0.6057400600590297
0.01,50,0.0,0.0,128,0.44999999999999996,0.6907317073170731,0.6521106259097526,0.8517110266159695,0.7386644682605111,0.6091514787641908,0.5767496979462154
0.01,50,0.0,0.0,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740249841858733,0.5452382647573433
0.01,50,0.0,0.0001,32,0.35,0.6858536585365854,0.6311053984575835,0.9334600760456274,0.7530674846625767,0.5603255994085266,0.6052902701570386
0.01,50,0.0,0.0001,128,0.44999999999999996,0.6907317073170731,0.6521106259097526,0.8517110266159695,0.7386644682605111,0.6090738533742808,0.576777695387483
0.01,50,0.0,0.0001,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740254233526267,0.5452381063614189
0.01,50,0.0,0.001,32,0.35,0.6858536585365854,0.6311053984575835,0.9334600760456274,0.7530674846625767,0.5606184235042343,0.605184656189356
0.01,50,0.0,0.001,128,0.44999999999999996,0.6936585365853658,0.6536231884057971,0.8574144486692015,0.7417763157894737,0.6093825039792162,0.5790413852928844
0.01,50,0.0,0.001,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740293752701095,0.5452366810084803
0.01,50,0.0,0.01,32,0.35,0.686829268292683,0.629582806573957,0.9467680608365019,0.7562642369020501,0.5630382246382312,0.6069491062805561
0.01,50,0.0,0.01,128,0.44999999999999996,0.6946341463414634,0.6536796536796536,0.8612167300380228,0.7432321575061526,0.6101178646372587,0.5798680971519076
0.01,50,0.0,0.01,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740688367572294,0.5452224482855368
0.01,50,0.0001,0.0,32,0.35,0.6858536585365854,0.6314432989690721,0.9315589353612167,0.7526881720430108,0.5604854340493177,0.6049202028408752
0.01,50,0.0001,0.0,128,0.44999999999999996,0.6907317073170731,0.6521106259097526,0.8517110266159695,0.7386644682605111,0.6092300320782765,0.5767213658270463
0.01,50,0.0001,0.0,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.674043093103619,0.5452317333458864
0.01,50,0.0001,0.0001,32,0.35,0.6848780487804879,0.6306306306306306,0.9315589353612167,0.7521105141980046,0.560429132707031,0.6044872196653488
0.01,50,0.0001,0.0001,128,0.44999999999999996,0.6917073170731707,0.6535087719298246,0.8498098859315589,0.7388429752066116,0.6091466758172716,0.5769368565444335
0.01,50,0.0001,0.0001,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740435318872202,0.5452315750881549
0.01,50,0.0001,0.001,32,0.35,0.6858536585365854,0.6311053984575835,0.9334600760456274,0.7530674846625767,0.5606629056405272,0.6051686126499966
0.01,50,0.0001,0.001,128,0.44999999999999996,0.6897560975609756,0.6516034985422741,0.8498098859315589,0.7376237623762376,0.6092580278805038,0.5759181539651463
0.01,50,0.0001,0.001,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740474803567761,0.5452301509787931
0.01,50,0.0001,0.01,32,0.35,0.686829268292683,0.629582806573957,0.9467680608365019,0.7562642369020501,0.5630969265523109,0.6069279340404727
0.01,50,0.0001,0.01,128,0.44999999999999996,0.6878048780487804,0.6492753623188405,0.8517110266159695,0.7368421052631579,0.6101515266571365,0.5749273390544999
0.01,50,0.0001,0.01,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6740869074081984,0.5452159306759021
0.01,50,0.001,0.0,32,0.35,0.686829268292683,0.6305732484076433,0.94106463878327,0.7551487414187643,0.5608648211532331,0.6067966970759014
0.01,50,0.001,0.0,128,0.44999999999999996,0.6956097560975609,0.6550724637681159,0.8593155893536122,0.743421052631579,0.609697792517715,0.58020656230263
0.01,50,0.001,0.0,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6742061756472599,0.5451729137516448
0.01,50,0.001,0.0001,32,0.35,0.6897560975609756,0.6329923273657289,0.94106463878327,0.7568807339449541,0.5608612041043424,0.6081538399639342
0.01,50,0.001,0.0001,128,0.44999999999999996,0.6917073170731707,0.6526162790697675,0.8536121673003803,0.7397034596375618,0.6097753744821371,0.577317066173979
0.01,50,0.001,0.0001,1026,0.49999999999999994,0.7053658536585365,0.699288256227758,0.747148288973384,0.7224264705882353,0.6742066109776872,0.5451727567393826
0.01,50,0.001,0.001,32,0.35,0.6858536585365854,0.6297709923664122,0.94106463878327,0.7545731707317073,0.5611561457782396,0.60624093858453
0.01,50,0.001,0.001,128,0.44999999999999996,0.6926829268292682,0.6517985611510791,0.8612167300380228,0.742014742014742,0.6098952764192255,0.57897512357609
