learning_rate,epochs,reg_l1,reg_l2,threshold,acc,prec,rec,f1,log_loss,acc_norm,prec_norm,rec_norm,f1_norm,log_loss_norm,overall
0.01,100,0.1,0.1,0.6,0.8910849080825715,0.4547261355598099,0.8451948094720547,0.5912573487544109,0.3312461257690626,0.8589639998456716,0.516895935631012,0.6222813506835356,0.7388230172190291,0.9228842032341826,0.7654575280149023
0.01,100,0.1,0.1,0.7,0.9258051476042131,0.5791588887546235,0.7499983532589006,0.6533273414809765,0.3292191354559936,0.9706246370819513,0.8058890214795947,0.351952564215473,0.9481441838382016,0.9244729749850583,0.8473321563582363
0.01,200,0.0,0.0,0.3,0.7514017978387137,0.2673204758979665,0.9581513684418536,0.4179864648064182,0.31348235263768354,0.4097417215473677,0.08164927829495355,0.9430433908328258,0.15449455227293804,0.9368075953481635,0.5235716697919799
0.01,200,0.0,0.0,0.4,0.8050314521926671,0.3150081162893879,0.930054671804499,0.4705995192364124,0.3136904104311252,0.5822152258327069,0.19240306296753124,0.8632573755978611,0.3319237003831956,0.9366445179310497,0.6036910240177493
0.01,200,0.0,0.0,0.5,0.8520378738603037,0.37530620673397586,0.8853374172512597,0.5271397237140965,0.31281708556831117,0.7333883476175936,0.33244441687920145,0.7362740651005291,0.5225965366809523,0.9373290371724248,0.6812058100371836
0.01,200,0.0,0.0,0.6,0.8943967597822737,0.46361557376413803,0.8457711688568323,0.5988893408920096,0.31256243025744435,0.8696149480048947,0.537541514163756,0.6239180348549248,0.7645606954061054,0.9375286381086044,0.7810638690325132
0.01,200,0.0,0.0,0.7,0.9237218855910445,0.5669311300065492,0.7746550077396831,0.6544866272948375,0.31246097298563863,0.9639248456310444,0.7774902466965153,0.42196991306749077,0.9520536906440337,0.9376081611563104,0.8551434470666461
0.01,200,0.0,0.001,0.3,0.7519893761482547,0.2677795091316731,0.9581513684418536,0.41855182095479765,0.3124668029612624,0.4116313792621038,0.08271537566329061,0.9430433908328258,0.15640112585762378,0.9376035915732593,0.5247590545063074
0.01,200,0.0,0.001,0.4,0.8056724778336928,0.315601590243323,0.9289085399993413,0.4711159187976131,0.31221517929898085,0.5842767706995591,0.19378139676562656,0.8600027122170418,0.33366517567333037,0.9378008162782356,0.6045512958553831
0.01,200,0.0,0.001,0.5,0.8512900248764735,0.3742655635114422,0.8876313276026744,0.5265122112730729,0.3141137601980322,0.7309832578128723,0.33002753958262204,0.7427880681026573,0.5204803508969177,0.9363126928867638,0.6805208669533073
0.01,200,0.0,0.001,0.6,0.8939694236189564,0.46248932322771924,0.846344234759411,0.5980927632517579,0.31366339351864125,0.8682406306335995,0.5349258152452508,0.625545366545334,0.7618743641591407,0.9366656940102218,0.7797397043721583
0.01,200,0.0,0.001,0.7,0.9238287231978821,0.5674140641058865,0.7746566544807825,0.6547928936008817,0.31257690917880404,0.9642684364421864,0.7786118534443022,0.4219745893079805,0.9530865249921818,0.9375172894104429,0.8556192195127508
0.01,200,0.0,0.01,0.3,0.7516688633277419,0.2675288825567519,0.9581513684418536,0.41824316101279724,0.31346591782259603,0.4106006068286777,0.08213329943800014,0.9430433908328258,0.15536021935336894,0.9368204770919851,0.5240168625637692
0.01,200,0.0,0.01,0.4,0.8052451701984413,0.3150929417369579,0.9289085399993413,0.47055140561458797,0.31296467955398344,0.5829025450748089,0.1926000687174029,0.8600027122170418,0.33176144485507053,0.9372133517872884,0.6035008235445807
0.01,200,0.0,0.01,0.5,0.8515037000901486,0.37460100214594483,0.8870582617000956,0.5267354067687288,0.3134744176191691,0.7316704394351561,0.33080659046439415,0.7411607364122478,0.5212330421649937,0.9368138148812205,0.6808558548926755
0.01,200,0.0,0.01,0.6,0.8941296800292127,0.46289355249756514,0.8457711688568323,0.5982853128748957,0.31298979983961556,0.8687560168503121,0.5358646312810915,0.6239180348549248,0.7625237071021124,0.9371936622999094,0.7800588650959175
0.01,200,0.0,0.01,0.7,0.9237752616023645,0.5671071459930224,0.7752297203833614,0.6548256028164183,0.31266449488849757,0.9640965034167979,0.7778990410194211,0.4236019209983903,0.9531968316130557,0.9374486390077033,0.8556898958916934
0.01,200,0.0,0.1,0.3,0.7521496468225439,0.2679102924604696,0.9581513684418536,0.4187082552174772,0.31244995373495826,0.412146811352089,0.08301911785974657,0.9430433908328258,0.1569286754983582,0.9376167981360157,0.525031965063687
0.01,200,0.0,0.1,0.4,0.8036960106352631,0.3134562252011624,0.9294832526430195,0.46876855847720683,0.3152879583265613,0.5779204324399769,0.18879882065212533,0.861634720147941,0.32574907677981946,0.9353923466944262,0.6002948076040705
0.01,200,0.0,0.1,0.5,0.8520913069277555,0.3754360453063512,0.8853374172512598,0.5272606784624058,0.31295058374093754,0.7335601888964371,0.3327459648939286,0.7362740651005294,0.5230044373091314,0.9372244002019888,0.6813538160395158
0.01,200,0.0,0.1,0.6,0.8941297085572787,0.46298624016583984,0.8469173006619899,0.5986378516463757,0.31331837492628556,0.8687561085968576,0.5360798969132268,0.6271726982357438,0.7637125879716457,0.9369361224328577,0.7807583764885793
0.01,200,0.0,0.1,0.7,0.923828723197882,0.5672111830320916,0.7763791456707176,0.655304654439456,0.312723670399791,0.9642684364421861,0.7781406653843188,0.42686593686018864,0.9548123569289162,0.9374022567531457,0.8565727916034619
0.01,200,0.001,0.0,0.3,0.7512415129003914,0.26718886373993894,0.9581513684418536,0.41782632471093306,0.31410156124953176,0.40922624358410964,0.08134361115582,0.9430433908328258,0.15395450530117302,0.936322254523365,0.523168389354453
0.01,200,0.001,0.0,0.4,0.8048711957824107,0.3146923221496632,0.9289101867404407,0.4700917602947586,0.313320094737813,0.5816998396159938,0.19166963611174945,0.8600073884575316,0.33021136420657465,0.9369347744303764,0.602689665351695
0.01,200,0.001,0.0,0.5,0.8523049964054638,0.37580785795431154,0.8859104831538385,0.527728002757222,0.3126312479798152,0.7342474163919941,0.3336094938421579,0.7379013967909386,0.5245804140779919,0.937474698209357,0.682290842897596
0.01,200,0.001,0.0,0.6,0.894076261225794,0.4627455954839257,0.8451981029542536,0.5980199449884432,0.312958071554608,0.8685842214447416,0.5355210034753347,0.6222907031645154,0.7616287961614877,0.9372185311917826,0.7795394131127715
0.01,200,0.001,0.0,0.7,0.9237753186584963,0.5665041683959448,0.7798257747916872,0.6561138262521841,0.3137918525071267,0.9640966869098879,0.7764986351616144,0.43665330820509435,0.9575411600170967,0.9365650067939406,0.857997844482848
0.01,200,0.001,0.001,0.3,0.7518291197379983,0.26765694359502484,0.9581513684418536,0.41840187220699115,0.31312791811682583,0.41111599304539076,0.08243071915810818,0.9430433908328258,0.15589544758306348,0.9370854040533374,0.5243579996766374
0.01,200,0.001,0.001,0.4,0.8047643581755732,0.31456936022756565,0.9289085399993413,0.46995832615526967,0.3135625401729235,0.5813562488048521,0.19138405900767938,0.8600027122170418,0.3297613788188256,0.9367447436956716,0.6024218249566591
0.01,200,0.001,0.001,0.5,0.8522515918660778,0.3757039274330797,0.8853374172512598,0.5275246963636503,0.3123867957827569,0.7340756668596953,0.3333681168632396,0.7362740651005294,0.5238947956396101,0.9376663018606531,0.6818787271399647
0.01,200,0.001,0.001,0.6,0.8944501785856925,0.4637879719579202,0.8469173006619899,0.5993190200895814,0.3127610845680887,0.8697867434104657,0.5379419062208041,0.6271726982357438,0.7660097200790085,0.9373729312189828,0.7819142701065427
0.01,200,0.001,0.001,0.7,0.9239889938721715,0.5679394093499471,0.7752330138655601,0.6553997568458073,0.3123578691059386,0.964783868532172,0.7798319593996793,0.42361127347936967,0.9551330746504962,0.9376889748288856,0.8566674947421742
0.01,200,0.001,0.01,0.3,0.7520428092157064,0.2678159461515726,0.9581513684418536,0.41859932925482213,0.3128883594154665,0.4118032205409473,0.0828000000612046,0.9430433908328258,0.15656134003436817,0.937273172142283,0.5247531772306444
0.01,200,0.001,0.01,0.4,0.8050314521926671,0.3149461959715497,0.9294816059019201,0.4704545961687846,0.31335928079203007,0.5822152258327069,0.19225925401635607,0.8616300439074512,0.3314349704147627,0.9369040600773937,0.6033904928597792
0.01,200,0.001,0.01,0.5,0.8517708226353085,0.37495252492831566,0.8864851957975167,0.5269828551179295,0.31347770438144895,0.7325295082095558,0.3316229965232103,0.739533404721838,0.5220675223196937,0.936811238689796,0.6811130505650125
0.01,200,0.001,0.01,0.6,0.8925271159266487,0.4585750820831933,0.8474903665645688,0.5950837761272544,0.31577439053627643,0.8636021546831821,0.5258350525797247,0.6288000299261536,0.7517270342244045,0.9350110771103889,0.7750058436061903
0.01,200,0.001,0.01,0.7,0.9238286804057833,0.5671622118229963,0.7763791456707176,0.6553086797870546,0.31253260829756707,0.9642682988223689,0.7780269305317914,0.42686593686018864,0.9548259317727077,0.9375520128070938,0.8565931662123172
0.01,200,0.001,0.1,0.3,0.752203022833864,0.2679668623390124,0.9581513684418536,0.4187735805652425,0.3124819171916819,0.4123184691378428,0.08315050050094368,0.9430433908328258,0.157148974831472,0.9375917449146088,0.52512986864592
0.01,200,0.001,0.1,0.4,0.8051382897995047,0.3149821333617489,0.9289085399993413,0.47042268047117286,0.3133497658833186,0.5825588166438489,0.19234271803225508,0.8600027122170418,0.3313273398067331,0.9369115179414373,0.6032122915733118
