learning_rate,epochs,reg_l1,reg_l2,threshold,acc,prec,rec,f1,log_loss
0.1,200,0.01,0.0,0.4,0.8050844716031632,0.3164365834075378,0.9243190725554129,0.4708942723784032,0.3206865955087908
0.1,200,0.01,0.0,0.5,0.8624007793867607,0.3934689117699698,0.878455686197016,0.5434694493604609,0.29665292691321754
0.1,200,0.01,0.0,0.6,0.8937025578263895,0.4618256693122903,0.8440552646312947,0.5968627602259743,0.30416038139883084
0.1,200,0.01,0.0,0.7,0.9231344356578001,0.5634342431538306,0.7844053617890195,0.6555475398588089,0.3003771234416937
0.1,200,0.01,0.001,0.3,0.766839175881232,0.2798810518162639,0.9552860389289597,0.432901410778847,0.30465358591732566
0.1,200,0.01,0.001,0.4,0.8109605257151987,0.32088970042786624,0.9191631261733029,0.4756062770506369,0.30881121963675773
0.1,200,0.01,0.001,0.5,0.8589289850855272,0.38759580269337696,0.88132101570991,0.5382172618575171,0.3004364720597364
0.1,200,0.01,0.001,0.6,0.894022885214474,0.46267549747069214,0.8440569113723939,0.5975949647832088,0.3033381753277126
0.1,200,0.01,0.001,0.7,0.921211458582954,0.5554405972857082,0.7866959786582353,0.6508169456368271,0.30386354330441157
0.1,200,0.01,0.01,0.3,0.7665715540949186,0.2798594835501141,0.9535668412212231,0.4325749457117021,0.3043426859849638
0.1,200,0.01,0.01,0.4,0.812189172457864,0.3219161126111733,0.9180186411092448,0.47662689060042085,0.30563495785681816
0.1,200,0.01,0.01,0.5,0.8553495258635444,0.3805485161582547,0.8807495965484307,0.5314236115299951,0.3062831197630203
0.1,200,0.01,0.01,0.6,0.8857426854039003,0.44504989499534925,0.8526677205809703,0.5833823367829031,0.3174757571485508
0.1,200,0.01,0.01,0.7,0.9220660595894239,0.5594517788856574,0.7792477686658102,0.651040437924219,0.299634796612174
0.1,200,0.01,0.1,0.3,0.7604821956340647,0.27484683022168077,0.9564321707341172,0.4268712208431733,0.3133216169518028
0.1,200,0.01,0.1,0.4,0.806099286227791,0.31603535868899,0.9203125514606594,0.46999758294697236,0.31613021752517617
0.1,200,0.01,0.1,0.5,0.8574865918090218,0.38442022223491146,0.8801765306458519,0.5350980810124387,0.3028697793432831
0.1,200,0.01,0.1,0.6,0.8931684268483334,0.46062442904503104,0.8457711688568322,0.5962370637205986,0.30730106730219686
0.1,200,0.01,0.1,0.7,0.9214250339483984,0.5553176354259286,0.791860158745842,0.6526437086831549,0.30578147172248465
0.1,200,0.1,0.0,0.3,0.7541790621113051,0.27023144443118724,0.9587244343444323,0.4213986497572787,0.321527306679812
0.1,200,0.1,0.0,0.4,0.7977657674620292,0.3099481366241722,0.933494713961071,0.46460962535447325,0.3350852466086789
0.1,200,0.1,0.0,0.5,0.8555631582851209,0.3823715067055168,0.88132101570991,0.5329452368628201,0.3068917671494126
0.1,200,0.1,0.0,0.6,0.8935957202195521,0.4613020203920549,0.8457744623390312,0.5969222455535202,0.30420360028821997
0.1,200,0.1,0.0,0.7,0.9206771707005352,0.55211444905481,0.7912887395843626,0.6503437379464557,0.3057086254176538
0.1,200,0.1,0.001,0.3,0.7559947023381604,0.27200080576499513,0.9564321707341172,0.42316949716984126,0.3190708605478917
0.1,200,0.1,0.001,0.4,0.7929584602832267,0.30571113288762364,0.9289085399993413,0.45877695329202534,0.34272209525901004
0.1,200,0.1,0.001,0.5,0.8408196683897617,0.36188959998243353,0.8933553996640649,0.5140075091237162,0.3328643843077753
0.1,200,0.1,0.001,0.6,0.8880398223272055,0.4492297585973276,0.8555149359417713,0.5883846066455154,0.3174468117735911
0.1,200,0.1,0.001,0.7,0.9204101907957047,0.551289395570982,0.7930046438099003,0.6501764898943507,0.30760179756762246
0.1,200,0.1,0.01,0.3,0.7663578646172104,0.2796078668758889,0.9529937753186445,0.4321913343669771,0.30474088897511453
0.1,200,0.1,0.01,0.4,0.8126165942053791,0.3225535799277322,0.9174439284655665,0.47725491819701754,0.30441878554753465
0.1,200,0.1,0.01,0.5,0.8608516483516482,0.3907004626109013,0.876163422586701,0.5402577130014381,0.297812151537557
0.1,200,0.1,0.01,0.6,0.8951445089178733,0.4656956933480102,0.8446283305338735,0.6002626958368514,0.30204664449553786
0.1,200,0.1,0.01,0.7,0.9233479682311458,0.5645867675941935,0.7861196192734579,0.656827970108265,0.3004412910099363
0.1,200,0.1,0.1,0.3,0.773035443269088,0.2852563394276944,0.9524141224516681,0.43896357126590724,0.2971999971454017
0.1,200,0.1,0.1,0.4,0.8186530188399347,0.3292668051420263,0.9128577545038368,0.4839544365880421,0.29646565645133593
0.1,200,0.1,0.1,0.5,0.8570587991966496,0.38348135766802177,0.8790287520995947,0.5339016832057087,0.3035260614122586
0.1,200,0.1,0.1,0.6,0.8895890674745814,0.4530397377670246,0.8520748937851991,0.590726121061563,0.3145225157939965
0.1,200,0.1,0.1,0.7,0.9237751617541339,0.5658195649401285,0.7832691104304581,0.6569041920526477,0.29963382383580917
0.1,500,0.0,0.0,0.3,0.7694029646366094,0.2820710700936789,0.9535668412212231,0.4353030754649378,0.3018248794934534
0.1,500,0.0,0.0,0.4,0.8130973206440496,0.32307409729654946,0.9174439284655665,0.4777411168743301,0.30460667989697576
0.1,500,0.0,0.0,0.5,0.8390567765567767,0.3642568822604414,0.8910977176168362,0.5141025932136278,0.3372481058299472
0.1,500,0.0,0.0,0.6,0.8971745375600516,0.47138852720899693,0.8406119289925238,0.6039453245145912,0.29767810424599767
0.1,500,0.0,0.0,0.7,0.9191817437495008,0.5470006120516492,0.7849866613970953,0.6444394023954485,0.30650753934262903
0.1,500,0.0,0.001,0.3,0.7706848875423642,0.2833184804709162,0.954139907123802,0.43681959285244015,0.29949364212852975
0.1,500,0.0,0.001,0.4,0.8158751840060251,0.3262220676352966,0.9157247307578302,0.48101635976348145,0.3002850446394233
0.1,500,0.0,0.001,0.5,0.8534264917325665,0.37761957902656274,0.8841978724104995,0.529098172823769,0.3079231431629488
0.1,500,0.0,0.001,0.6,0.8941296372371139,0.4630181906381255,0.8469173006619899,0.5985957424657743,0.30536170781504746
0.1,500,0.0,0.001,0.7,0.9246833527324181,0.5700955924923737,0.7792527088891085,0.6583822282618728,0.29540808130576895
0.1,500,0.0,0.01,0.3,0.7503328654730523,0.2695077572327736,0.957010176859994,0.41970881524121195,0.3313545676937194
0.1,500,0.0,0.01,0.4,0.8143791437015736,0.3245273466474098,0.9174455752066659,0.479401358404891,0.3028839248953553
0.1,500,0.0,0.01,0.5,0.8618133009254505,0.3924729733698463,0.8778793268122385,0.542219684500839,0.29713338116412985
0.1,500,0.0,0.01,0.6,0.8958923151096048,0.46740239321134813,0.8446283305338735,0.601772052756556,0.2998914395472973
0.1,500,0.0,0.01,0.7,0.9205703330936975,0.5515148775272982,0.7964463327075718,0.6515304777753868,0.30939154604332786
0.1,500,0.0,0.1,0.3,0.762299076831787,0.2760047391110957,0.9558591048315384,0.42830271880477583,0.30976565295739594
0.1,500,0.0,0.1,0.4,0.8130971209475882,0.3229546199640496,0.9162994434015083,0.47752071241521066,0.3044769271022826
0.1,500,0.0,0.1,0.5,0.8496870471169536,0.3732933696068676,0.8859253038237329,0.5244519005346755,0.31587863540824446
0.1,500,0.0,0.1,0.6,0.8939695234671869,0.46300037727205146,0.8474887198234693,0.5987055639643646,0.3048650423828619
0.1,500,0.0,0.1,0.7,0.9199827405201237,0.5493843486955159,0.7890096499028424,0.6474219480374999,0.3074512387074214
0.1,500,0.001,0.0,0.3,0.7569571109057089,0.2721161457023598,0.957005236636696,0.42365942504019427,0.3198459104432087
0.1,500,0.001,0.0,0.4,0.815126949893305,0.32545968575901363,0.9162977966604089,0.48015756695254524,0.30302679268316773
0.1,500,0.001,0.0,0.5,0.8517708083712756,0.37512897124919375,0.8853423574745578,0.5267786091216068,0.3099132195566499
0.1,500,0.001,0.0,0.6,0.8966941391941392,0.4703187555225409,0.8417580607976813,0.6031882634368457,0.29875573475642786
0.1,500,0.001,0.0,0.7,0.9181135816416189,0.5415582214402651,0.7930128775153971,0.6433674153491649,0.31170796429827374
0.1,500,0.001,0.001,0.3,0.775599802585784,0.28774679168225087,0.9541382603827027,0.4421226518769169,0.2935790098541794
0.1,500,0.001,0.001,0.4,0.8143792435498043,0.3241821834349906,0.9151516648552513,0.4787233308829757,0.3026734014232161
0.1,500,0.001,0.001,0.5,0.8554026879143702,0.3809790687488147,0.8818973750946876,0.5319087363378268,0.3050333524151184
0.1,500,0.001,0.001,0.6,0.897174409183755,0.4720954195870629,0.8411767611896057,0.6043823677846699,0.29855765422263864
0.1,500,0.001,0.001,0.7,0.9222263302637135,0.5591668782206616,0.7884217633303692,0.6539874468263422,0.30379097137970174
0.1,500,0.001,0.01,0.3,0.7678012991681216,0.2806913402072534,0.9547113262852814,0.43380480599627946,0.3038230681200605
0.1,500,0.001,0.01,0.4,0.8191867076329693,0.33011340935835165,0.9134341138886143,0.48487215205516165,0.29512177862792494
0.1,500,0.001,0.01,0.5,0.8502747823308571,0.3736137123876265,0.8824803214438626,0.5242531386299547,0.31330882084425865
0.1,500,0.001,0.01,0.6,0.8960530422329487,0.46905178087010524,0.840608635510325,0.6017948231265999,0.3005511249228182
0.1,500,0.001,0.01,0.7,0.9238287659899811,0.5668512902789737,0.7803922537298685,0.6564151242600252,0.29842692116807007
0.1,500,0.001,0.1,0.3,0.7677470387867584,0.28073900062451534,0.9547113262852814,0.4338261575164914,0.3038108794435387
0.1,500,0.001,0.1,0.4,0.8127231180034918,0.3227414453612791,0.9180169943681454,0.47750771501028455,0.3057776521139871
0.1,500,0.001,0.1,0.5,0.8551897259023427,0.38094762449858427,0.8830435068998452,0.5320778042061746,0.30588337329256954
0.1,500,0.001,0.1,0.6,0.8922070595551904,0.45855298243703285,0.8451931627309553,0.594197842194386,0.30937564275316065
0.1,500,0.001,0.1,0.7,0.9216921137014594,0.5574175544295581,0.7832691104304581,0.6509512232557423,0.3029421679345523
0.1,500,0.01,0.0,0.3,0.769723220704529,0.2824949728161794,0.9535668412212231,0.4357723254454129,0.30126805145278823
0.1,500,0.01,0.0,0.4,0.8114948706537491,0.32142853275602923,0.9208823238810394,0.47649526381002144,0.3073950915057978
0.1,500,0.01,0.0,0.5,0.8579669616468681,0.3852413116714824,0.8801748839047525,0.53586135796306,0.30313300752915595
0.1,500,0.01,0.0,0.6,0.8969609764586399,0.4708506610175619,0.8417547673154827,0.6037310963596811,0.29762280116997897
0.1,500,0.01,0.0,0.7,0.9224933244325767,0.5612046754507469,0.7832542897605639,0.6535446874918801,0.3002405963261193
0.1,500,0.01,0.001,0.3,0.7682810271244851,0.2810275741466503,0.9535668412212231,0.43406619809225583,0.30229451999183504
0.1,500,0.01,0.001,0.4,0.8140588876336541,0.32417104760788495,0.9168725093040871,0.47884791733389587,0.303685701744813
0.1,500,0.01,0.001,0.5,0.8478713355699338,0.37262851669788216,0.8933553996640647,0.5249180842182938,0.31893926184832444
0.1,500,0.01,0.001,0.6,0.8927943240560063,0.45939851729666914,0.8480683726904455,0.595905571669918,0.30584116730341904
0.1,500,0.01,0.001,0.7,0.9231877546129883,0.5637229966756991,0.7849784276915983,0.6558761099185904,0.30133359034340074
0.1,500,0.01,0.01,0.3,0.7650762697842137,0.2784760215167318,0.9558591048315384,0.4312621956375525,0.30765733392815564
0.1,500,0.01,0.01,0.4,0.8150735310898861,0.3249796911561592,0.913432467147515,0.47934733281580116,0.3010627926599552
0.1,500,0.01,0.01,0.5,0.855242959273333,0.3805970956870706,0.88132101570991,0.5315678027083033,0.30728259930823265
0.1,500,0.01,0.01,0.6,0.8947175721474787,0.4655524531321814,0.8417448868688865,0.5990776914893672,0.3014050153983261
0.1,500,0.01,0.01,0.7,0.9201431253066767,0.5494657187087071,0.7958765602871918,0.6499648834223025,0.30929847941775973
0.1,500,0.01,0.1,0.3,0.7643820393002636,0.2780848303298805,0.9564321707341172,0.4307951155398658,0.3079413969753819
0.1,500,0.01,0.1,0.4,0.8124563948512546,0.3221914436021552,0.9168725093040871,0.47678459054277367,0.3052003762483541
0.1,500,0.01,0.1,0.5,0.8549754373352503,0.3803988830764185,0.8830418601587459,0.531565054863928,0.30749859209325336
0.1,500,0.01,0.1,0.6,0.893542358472265,0.463109254994888,0.8469107136975925,0.597994525653415,0.306984082697062
0.1,500,0.01,0.1,0.7,0.9212649629705705,0.5554483385402599,0.7861262062378553,0.6506359021418187,0.3040194628438392
0.1,500,0.1,0.0,0.3,0.7731953716065865,0.28526334675764453,0.9524190626749662,0.438991238003974,0.29626332521794707
0.1,500,0.1,0.0,0.4,0.8138453407962754,0.3248638821574913,0.9225998748476764,0.4804315255335882,0.3052937903813975
0.1,500,0.1,0.0,0.5,0.8576464630903882,0.38514277234788163,0.8778875605177353,0.5351247930066558,0.3018003599656782
0.1,500,0.1,0.0,0.6,0.8893220590416853,0.4521371373561115,0.8497842769159833,0.5893864286421667,0.3139350630055824
0.1,500,0.1,0.0,0.7,0.9233480823434095,0.5649385528599308,0.7849718407272009,0.6565100474445881,0.30003359467712754
0.1,500,0.1,0.001,0.3,0.7651830503349195,0.2784358744644199,0.9547129730263808,0.4310742415813495,0.3065733288939684
0.1,500,0.1,0.001,0.4,0.8087704118311596,0.31824534087919903,0.9203174916839574,0.4728299329968076,0.31135209987439927
0.1,500,0.1,0.001,0.5,0.8607448250088435,0.39039799276287857,0.8778842670355365,0.5403430358908344,0.29850585920959993
0.1,500,0.1,0.001,0.6,0.8926879001061243,0.4600129498467286,0.8469156539208906,0.595857822955939,0.30787460630282876
0.1,500,0.1,0.001,0.7,0.9190213446989148,0.5449640945409986,0.7970210453512498,0.6471956841920027,0.3128576423730442
0.1,500,0.1,0.01,0.3,0.7712729365649926,0.283654603896216,0.9541382603827027,0.4372931659077867,0.299031382437888
0.1,500,0.1,0.01,0.4,0.8118688308057467,0.32170821673253525,0.9185900602707242,0.47650035922195694,0.30623777421214105
0.1,500,0.1,0.01,0.5,0.8559371754932503,0.3815021159903702,0.8801765306458519,0.5322568228919502,0.3051375804121137
0.1,500,0.1,0.01,0.6,0.8873988109502129,0.4506933957549375,0.8526446662055791,0.5883719029997542,0.31727005401465636
0.1,500,0.1,0.01,0.7,0.9226002333595791,0.5610320393876739,0.7849800744326977,0.6541987061042412,0.30138946159317026
0.1,500,0.1,0.1,0.3,0.7682276225850992,0.2810239112241034,0.9535668412212231,0.4340473281149125,0.30249855528346953
0.1,500,0.1,0.1,0.4,0.8155545570732485,0.3258181218467433,0.9151516648552516,0.4805075651594315,0.2997449866810114
0.1,500,0.1,0.1,0.5,0.8492593400887793,0.3721494790844175,0.888199453281955,0.5240864689239465,0.3153458473241174
0.1,500,0.1,0.1,0.6,0.8831790678169182,0.4434416191271694,0.8606692355827816,0.5830741667557904,0.3285313774587405
0.1,500,0.1,0.1,0.7,0.9228136518206611,0.5612648105933369,0.7884267035536674,0.6556488441619762,0.30204801882284765
0.1,1000,0.0,0.0,0.3,0.7673192176463205,0.2803812237478166,0.954139907123802,0.4333178251275486,0.3042580969622107
0.1,1000,0.0,0.0,0.4,0.8191332888295506,0.3301635370340629,0.9151516648552513,0.48520761310781974,0.29656101763587517
0.1,1000,0.0,0.0,0.5,0.8437576169935983,0.36718567481478437,0.8893439383460132,0.5183387697680498,0.3290574585140331
0.1,1000,0.0,0.0,0.6,0.8943437974279096,0.463937624112955,0.8417597075387807,0.597949972234737,0.30274094797451695
0.1,1000,0.0,0.0,0.7,0.9224934100167743,0.5606558950121254,0.78269439778678,0.6530612953498636,0.3021209983965278
0.1,1000,0.0,0.001,0.3,0.763954760193078,0.2774708391553647,0.9558574580904391,0.4300525228425841,0.30751256174607133
0.1,1000,0.0,0.001,0.4,0.8102128478997639,0.31931335005880057,0.9163010901426076,0.47354877146406665,0.30794698620861594
0.1,1000,0.0,0.001,0.5,0.8518239989501672,0.3759206715814002,0.8859187168593354,0.5274607953234645,0.3119105026237001
0.1,1000,0.0,0.001,0.6,0.8934889396688461,0.4613475407035755,0.8446266837927741,0.5966381022535383,0.3052387761045273
0.1,1000,0.0,0.001,0.7,0.9221729970444924,0.5589173744897946,0.7844135954945164,0.6525420050005584,0.30286427457243414
0.1,1000,0.0,0.01,0.3,0.7725545456620223,0.2849632394972833,0.9535668412212231,0.43873028881760934,0.2974251520359273
0.1,1000,0.0,0.01,0.4,0.8117085030753255,0.3213465974588787,0.9174439284655665,0.475946111685254,0.3066131132967224
0.1,1000,0.0,0.01,0.5,0.8521448683715039,0.37575988690829354,0.8859154233771367,0.5275201208765703,0.3104586359810994
0.1,1000,0.0,0.01,0.6,0.8931681415676744,0.46095681295676594,0.8486364983697262,0.5972680913264907,0.30616623231225865
0.1,1000,0.0,0.01,0.7,0.9237220567594399,0.5661676403192164,0.7809735533379442,0.656115860993087,0.3001358376692885
0.1,1000,0.0,0.1,0.3,0.7673191748542216,0.28060569573701166,0.954139907123802,0.4335146176845376,0.30280344618717353
0.1,1000,0.0,0.1,0.4,0.8186529332557368,0.3293619924605714,0.912857754503837,0.48403980155130927,0.296871519507123
0.1,1000,0.0,0.1,0.5,0.8565253671562083,0.3831923075761789,0.8830451536409445,0.5343611378293402,0.30459647167272963
0.1,1000,0.0,0.1,0.6,0.8769287540081934,0.43573145798769497,0.8583753252313672,0.5740545296828266,0.341630681746397
0.1,1000,0.0,0.1,0.7,0.9210510880604339,0.5534352056200638,0.7907189671639825,0.6510597958402629,0.30605556277833196
0.1,1000,0.001,0.0,0.3,0.7713258703912909,0.2838369513385784,0.9535668412212231,0.43736267549395935,0.2983734208177136
0.1,1000,0.001,0.0,0.4,0.8184388301210731,0.3294441039347934,0.9151533115963508,0.484403750339,0.2963738680320617
0.1,1000,0.001,0.0,0.5,0.8385227311629182,0.3608015223077358,0.8928169153245726,0.511687867028511,0.3369254626026374
0.1,1000,0.001,0.0,0.6,0.892473654331131,0.4590213840077085,0.8463425880183116,0.5950353309821802,0.3078818709782358
0.1,1000,0.001,0.0,0.7,0.9209441933974645,0.5530306587209713,0.7941573625794554,0.6518584431941213,0.3080444829968083
0.1,1000,0.001,0.001,0.3,0.7730887336962103,0.28508362924973163,0.9518459967723875,0.43869673872966564,0.2960117280626993
0.1,1000,0.001,0.001,0.4,0.8019329333698494,0.3124995458980312,0.9243404801897045,0.4664101227729002,0.3239546726965661
0.1,1000,0.001,0.001,0.5,0.8559371469651843,0.3818797614950558,0.8819006685768864,0.5328442878759414,0.30512328153914214
0.1,1000,0.001,0.001,0.6,0.8936492816633003,0.4623198160562012,0.8440470309257979,0.5970952397911118,0.305998775133276
0.1,1000,0.001,0.001,0.7,0.9221196067691395,0.5587886103819029,0.7895646016533281,0.6540392778142495,0.3056203443618949
0.1,1000,0.001,0.01,0.3,0.7626725092145653,0.2765369941623811,0.957005236636696,0.4290639428528104,0.31007631842455774
0.1,1000,0.001,0.01,0.4,0.8158216653543755,0.3257938045708185,0.9140055330500939,0.48033581291544014,0.30018867177965625
0.1,1000,0.001,0.01,0.5,0.857325793365513,0.3841387455231619,0.8801798241280505,0.5347369885034257,0.30260051991728704
0.1,1000,0.001,0.01,0.6,0.8915660481781977,0.4560110489867542,0.8452030431775516,0.5922353891386097,0.3070347870360648
0.1,1000,0.001,0.01,0.7,0.9195023706822771,0.5478481552068585,0.7867042123637322,0.6456841691365651,0.30624041470298285
0.1,1000,0.001,0.1,0.3,0.7659849314755858,0.27927565897167705,0.9558591048315384,0.4322193330100803,0.30534416728842095
0.1,1000,0.001,0.1,0.4,0.8158752695902228,0.3262219741219642,0.9168708625629879,0.48118914608340174,0.3006874851871005
0.1,1000,0.001,0.1,0.5,0.8585013779055835,0.3862449849198052,0.8801748839047525,0.5368695788968598,0.3026596337541347
0.1,1000,0.001,0.1,0.6,0.8929013328312394,0.45954873979943417,0.8463458815005105,0.5955732313226623,0.3071765464000167
0.1,1000,0.001,0.1,0.7,0.9237752616023643,0.5674430400817102,0.7786664690577348,0.6560500322001779,0.29732714788248477
0.1,1000,0.01,0.0,0.3,0.7661978934876131,0.2794796729847391,0.9547129730263808,0.4322933021419071,0.30568747378505856
0.1,1000,0.01,0.0,0.4,0.8185991863795602,0.3295232201691396,0.9134308204064159,0.48427526126416415,0.2966152644975372
0.1,1000,0.01,0.0,0.5,0.8548688279529401,0.3798738791020081,0.8818990218357868,0.5309306980006363,0.306158428781458
0.1,1000,0.01,0.0,0.6,0.8865442099437427,0.44438409343220525,0.8520897144550933,0.5836109285563469,0.3161736801395769
0.1,1000,0.01,0.0,0.7,0.9210510452683349,0.5550285675678336,0.7861229127556566,0.6502729205649016,0.30363514148796933
0.1,1000,0.01,0.001,0.3,0.768441098102313,0.28118972117044166,0.9535668412212231,0.43425489939573236,0.3019592699479884
0.1,1000,0.01,0.001,0.4,0.8113347711478551,0.3208246496834693,0.9180186411092448,0.4754431095567927,0.3075703526593518
0.1,1000,0.01,0.001,0.5,0.8630416053313251,0.3945163417626972,0.8750123505582452,0.5437733082085436,0.2951297185224913
0.1,1000,0.01,0.001,0.6,0.8911916030490797,0.4561223287154236,0.8497842769159833,0.593390058708737,0.30921810615067125
0.1,1000,0.01,0.001,0.7,0.9239889938721714,0.5672751911197467,0.7804021341764649,0.656779887043216,0.298941270151034
0.1,1000,0.01,0.01,0.3,0.7528427504478906,0.27045889354193,0.9570035898955966,0.4210973424605891,0.323594351092846
0.1,1000,0.01,0.01,0.4,0.8137385887736356,0.32381444460730124,0.9180169943681454,0.47872938048125635,0.30376545960350654
0.1,1000,0.01,0.01,0.5,0.8595161212100464,0.3881083371156687,0.8790320455817936,0.5383445948909704,0.2993490472844134
0.1,1000,0.01,0.01,0.6,0.8860633408647427,0.447493453718418,0.8521012416427889,0.5847889016103567,0.3159724322088357
0.1,1000,0.01,0.01,0.7,0.9246836665411433,0.5708001072913638,0.786699272140434,0.660916441078216,0.2995315604020267
0.1,1000,0.01,0.1,0.3,0.7610164977805165,0.27528853070418313,0.9552860389289597,0.42724354922502406,0.3114967355409775
0.1,1000,0.01,0.1,0.4,0.8135781184028847,0.3235512549788915,0.9157263774989296,0.47805810268433613,0.3027220262872294
0.1,1000,0.01,0.1,0.5,0.8574861210959343,0.3846498717889365,0.8801831176102493,0.5351716990509203,0.30126596045120885
0.1,1000,0.01,0.1,0.6,0.8969071867903644,0.4702643913247254,0.8440536178901953,0.6039872111945616,0.29844330943973796
0.1,1000,0.01,0.1,0.7,0.921638609313843,0.5567641597742037,0.7889915357507492,0.6526174758695726,0.3044042493274683
0.1,1000,0.1,0.0,0.3,0.7683878789953557,0.28145113385250814,0.954139907123802,0.43454702286865665,0.30185885705392
0.1,1000,0.1,0.0,0.4,0.8141119213081829,0.3244714377312378,0.9168725093040873,0.4792069507935528,0.30182053002993037
0.1,1000,0.1,0.0,0.5,0.857005323337099,0.38386434515007856,0.8807479498073313,0.5346271996176502,0.3043723561380932
0.1,1000,0.1,0.0,0.6,0.8965871874750379,0.4705251055547405,0.8377367190330336,0.6022059649111424,0.2977862343372076
0.1,1000,0.1,0.0,0.7,0.9238288658382116,0.5671903867709385,0.78269439778678,0.6571407073945479,0.3003525260342455
0.1,1000,0.1,0.001,0.3,0.770043733525042,0.28263377479878243,0.9529921285775451,0.43588285924681547,0.30052013124545635
0.1,1000,0.1,0.001,0.4,0.8157680611185283,0.32601404327199324,0.9151533115963509,0.4806366136165261,0.3010631799891147
0.1,1000,0.1,0.001,0.5,0.8585540835073546,0.38653908120148905,0.8796018180021736,0.5369482099397079,0.302011166536584
0.1,1000,0.1,0.001,0.6,0.8949846519005398,0.4656302116950462,0.8434756117643184,0.5997684019915692,0.30276610682877614
0.1,1000,0.1,0.001,0.7,0.9237755326189905,0.5663117390797089,0.7855564338174752,0.6576879706155595,0.3005457235342893
0.1,1000,0.1,0.01,0.3,0.7601078503531775,0.27485719571785194,0.9547129730263808,0.4265195512456999,0.3134681887210686
0.1,1000,0.1,0.01,0.4,0.8127772500085586,0.32289560952975715,0.9197345453347825,0.47792938958831765,0.3059257470122674
0.1,1000,0.1,0.01,0.5,0.8470698538221904,0.36764879478481827,0.8887823996311299,0.5199929428078764,0.3180907463314874
0.1,1000,0.1,0.01,0.6,0.8956788681204568,0.4678771644049379,0.8440470309257979,0.6017474953804535,0.3017066635566176
0.1,1000,0.1,0.01,0.7,0.920837940615978,0.5543046057320836,0.7878454039455915,0.6501154971609979,0.3062131161227827
0.1,1000,0.1,0.1,0.3,0.7727683064598952,0.28513162059092334,0.9535635477390244,0.4389530059286428,0.2973097830809784
0.1,1000,0.1,0.1,0.4,0.8066873637784852,0.31706944684528066,0.9249118993511841,0.4718586009700112,0.31624674152960564
0.1,1000,0.1,0.1,0.5,0.8571658222359158,0.38422872813247866,0.8807512432895301,0.5349053050361183,0.3029833605827095
0.1,1000,0.1,0.1,0.6,0.8917791100384559,0.45832929047132226,0.8463458815005105,0.5940997594122229,0.3064761566041415
0.1,1000,0.1,0.1,0.7,0.9188614306254493,0.5457391999026571,0.7918568652636433,0.6456872046606341,0.3102307066102185
0.5,100,0.0,0.0,0.3,0.7808346456243653,0.29236822464892,0.9495537331620723,0.446913390883599,0.28630791547904744
0.5,100,0.0,0.0,0.4,0.8200418364086589,0.3336032054103016,0.9134423475941112,0.4878438311442526,0.2987751228923859
0.5,100,0.0,0.0,0.5,0.8604255816872639,0.39263030070440696,0.8761535421401048,0.5413311442069624,0.300762017771636
0.5,100,0.0,0.0,0.6,0.8970140957173667,0.47412024325826485,0.837738365774133,0.6042197332788921,0.29442324345435844
0.5,100,0.0,0.0,0.7,0.9177931829333698,0.5431248741491401,0.7952886737147187,0.6442025817057699,0.3135500748496348
0.5,100,0.0,0.001,0.3,0.7688693899558385,0.2821144973036777,0.957005236636696,0.4356942913221916,0.3021993285258241
0.5,100,0.0,0.001,0.4,0.8402331884107586,0.3622396988885935,0.8979563942956889,0.5145749960398706,0.2688050006678499
0.5,100,0.0,0.001,0.5,0.8621864765556355,0.3947138159052957,0.8744491651022626,0.5431423617162592,0.29561541692919685
0.5,100,0.0,0.001,0.6,0.9006469452147023,0.4988495849239539,0.80955933208181,0.6076983041146875,0.2874251878275539
0.5,100,0.0,0.001,0.7,0.9242028259902092,0.5729425151235835,0.7654563119586338,0.6537933217029608,0.29209983624907065
0.5,100,0.0,0.01,0.3,0.7697245900516928,0.2825769917843323,0.9547113262852814,0.43601053150604957,0.3023746689428069
0.5,100,0.0,0.01,0.4,0.8211630179270365,0.3341648310658988,0.9128692816915324,0.4886254788321505,0.29500635189865615
0.5,100,0.0,0.01,0.5,0.8192926893978296,0.3526133267812929,0.8990926456542503,0.5000994424403278,0.3918652786239932
0.5,100,0.0,0.01,0.6,0.8809356920338228,0.440521660008055,0.847464018706979,0.5758063551677494,0.32724553391490757
0.5,100,0.0,0.01,0.7,0.9258049621717845,0.5767588086885381,0.7752379540888581,0.6607696553177422,0.2938396396072183
0.5,100,0.0,0.1,0.3,0.7689230227197518,0.28295066406260994,0.9541333201594047,0.436031556310531,0.3035872928802151
0.5,100,0.0,0.1,0.4,0.8320613096664499,0.348710388949623,0.9054095445114119,0.5023538480624402,0.2809442951058468
0.5,100,0.0,0.1,0.5,0.813255309073066,0.34500340205891433,0.9008546586305701,0.49241476913870963,0.4081420173877425
0.5,100,0.0,0.1,0.6,0.8981891382241848,0.4771023328550935,0.8411635872608109,0.6078150359923382,0.2947661492637469
0.5,100,0.0,0.1,0.7,0.8990432399895016,0.5101333897056567,0.8028175740210124,0.6122836434811182,0.3542459284083449
0.5,100,0.001,0.0,0.3,0.7790172937135554,0.2905456760913455,0.9489806672594936,0.44477117430602287,0.2878723484509446
0.5,100,0.001,0.0,0.4,0.8083444592790385,0.31907998407033256,0.9266113361657281,0.47448901990067893,0.3158578721106888
