learning_rate,epochs,reg_l1,reg_l2,threshold,acc,prec,rec,f1,log_loss
0.01,100,0.01,0.001,0.3,0.6865546940079651,0.22629241929786073,0.9770691301913514,0.3674582253572273,0.3705314460057207
0.01,100,0.01,0.001,0.4,0.744137311286844,0.257417219768666,0.9266146296479267,0.4028729722590557,0.3742967217070302
0.01,100,0.01,0.001,0.5,0.8169968219734575,0.32414374425489806,0.8887741659256332,0.47502119818239646,0.3711125920098236
0.01,100,0.01,0.001,0.6,0.8909250795933039,0.4527275244166201,0.809631788690182,0.5805354257868803,0.3702309318327438
0.01,100,0.01,0.001,0.7,0.9443940210879462,0.6932003891477201,0.7259131179395976,0.7087700688190652,0.3716084432917368
0.01,100,0.01,0.01,0.3,0.6658288686910183,0.21565080239430498,0.9799344597042452,0.353467533187596,0.4209164707556602
0.01,100,0.01,0.01,0.4,0.7303026542512525,0.24712817522166688,0.9260415637453481,0.3901271066187784,0.41767487899630007
0.01,100,0.01,0.01,0.5,0.7989963541131766,0.30261417894152165,0.8864670816454236,0.45114486892998407,0.4187807159777729
0.01,100,0.01,0.01,0.6,0.8901771735533419,0.4484605087217187,0.7689029410796034,0.5661953344293318,0.4173135061160588
0.01,100,0.01,0.01,0.7,0.9533677667088882,0.7927643724478831,0.6760185093699569,0.7294170742596254,0.4204985039450334
0.01,100,0.01,0.1,0.3,0.09315741501489165,0.09315741501489165,1.0,0.17043731221947503,0.5599370731331852
0.01,100,0.01,0.1,0.4,0.6453177028060206,0.20455867876761694,0.971331884201166,0.33791011430233764,0.5591445373749495
0.01,100,0.01,0.1,0.5,0.7566903306973402,0.2563764869183201,0.848038731350657,0.3937044390710194,0.5647037818178483
0.01,100,0.0,0.0,0.3,0.9303989935298347,0.6415528540859701,0.5745479695682245,0.6060099242216367,0.20947269126225368
0.01,100,0.0,0.0,0.4,0.9255381391713169,0.7608018061176638,0.29299476336330404,0.42292643953220754,0.2095044063553757
0.01,100,0.0,0.0,0.5,0.9158165017744457,0.8202697585221381,0.12441787702137468,0.2156269544807253,0.20947291658106842
0.01,100,0.0,0.001,0.3,0.9327492925039653,0.6764074173605096,0.5344086552712183,0.5967508047447101,0.21395627146966195
0.01,100,0.0,0.001,0.4,0.9227071565506145,0.7801114457523717,0.23795408885814973,0.3644438716110643,0.21396037883909794
0.01,100,0.0,0.01,0.3,0.9157631114990927,0.8252301682464387,0.12156242795507691,0.21185141389281897,0.24430195950632938
0.01,100,0.001,0.0,0.3,0.93344373694841,0.6786234713250141,0.5441540690972565,0.6037371788213128,0.21427326252247983
0.01,100,0.001,0.0,0.4,0.9223866579941346,0.7796005867819319,0.23336462141422123,0.3589535740007575,0.21428209645958352
0.01,100,0.001,0.001,0.3,0.9349928251914233,0.7199716586683749,0.4959901854230478,0.5871023225711423,0.21882139863998037
0.01,100,0.001,0.001,0.4,0.9193419858957241,0.7888837478311161,0.1834798932911768,0.29734354571154853,0.21878908689067672
0.01,200,0.0,0.0,0.3,0.9327492069197676,0.6285587522185405,0.6817606955834404,0.6538115519977452,0.18810068705363667
0.01,200,0.0,0.0,0.4,0.9370759588282953,0.7638570640482708,0.4707621117807858,0.5822301403240111,0.18810295940690872
0.01,200,0.0,0.0,0.5,0.9251108600641311,0.7914682949203072,0.26662549813918257,0.39840475604033515,0.18814627641941511
0.01,200,0.0,0.0,0.6,0.9183271142149646,0.8424903826526607,0.15194315449724993,0.25706513702222084,0.1880773065059818
0.01,200,0.0,0.001,0.3,0.9379840071662502,0.6747653491291115,0.6462092019892632,0.6599315255929514,0.19593634406809152
0.01,200,0.0,0.001,0.4,0.9325889077174125,0.7891943501139258,0.3778694463656424,0.5107205178361425,0.19594186955025236
0.01,200,0.0,0.001,0.5,0.9206239515935778,0.8138352686177835,0.19208740901755425,0.31066626879463105,0.19591148821579055
0.01,200,0.0,0.01,0.3,0.9164575131514384,0.7983114153605957,0.13819121957645816,0.23553422004050945,0.23970352765402209
0.01,200,0.001,0.0,0.3,0.9371828534912646,0.6634972975229314,0.6622698679313638,0.662699534093078,0.19351713052231292
0.01,200,0.001,0.0,0.4,0.9341380244884918,0.7875053356600603,0.40252280736422624,0.5322451265512751,0.19353699243584307
0.01,200,0.001,0.0,0.5,0.9216923419259869,0.8050614364538415,0.21043704508777128,0.33321768891494435,0.19354339523803538
0.01,200,0.001,0.001,0.3,0.9418300611641733,0.7215229760696509,0.6135246846490794,0.6626191555497292,0.20150547488255582
0.01,200,0.001,0.001,0.4,0.9282622984492143,0.7969289276648717,0.3096301419490828,0.4456474200658297,0.20154082089948125
0.01,200,0.001,0.001,0.5,0.9177929261807766,0.8419213881753084,0.14505977670190695,0.24724505465173574,0.20157839883071588
0.01,500,0.0,0.0,0.3,0.93274912133557,0.617528019970756,0.7339393340578995,0.6704782448277982,0.1725130128231233
0.01,500,0.0,0.0,0.4,0.9426844910022479,0.7630378766483977,0.5573477587853638,0.6436773641608503,0.17488805080373213
0.01,500,0.0,0.0,0.5,0.9346187794552281,0.7994206056153701,0.39907947172545527,0.531923691537574,0.1724787920686885
0.01,500,0.0,0.0,0.6,0.9256450623623522,0.818974107653353,0.2591674077001614,0.3933729417673721,0.172503859788114
0.01,500,0.0,0.0,0.7,0.9193419431036253,0.8628004681302517,0.1599693706155518,0.2695045769530629,0.17247867754180826
0.01,500,0.0,0.001,0.3,0.9430584083621467,0.6936606173029465,0.6972417086585647,0.6952030504794747,0.18541615179307844
0.01,500,0.0,0.001,0.4,0.9378770982392478,0.7912666523039189,0.453543786845832,0.5759385355803305,0.18543064525567032
0.01,500,0.0,0.001,0.5,0.9251642360754511,0.8088533924147132,0.258017982412805,0.39084389388402396,0.18542003209572505
0.01,500,0.0,0.001,0.6,0.9184872850410233,0.8658316305240517,0.14792675295590024,0.2523449163449164,0.1854108162201386
0.01,500,0.0,0.01,0.3,0.9167245501124006,0.7982791465222816,0.14220268089450977,0.24123028056011947,0.2388512842791511
0.01,500,0.001,0.0,0.3,0.9414560011639452,0.6696098680001759,0.7356651187300333,0.70083912652691,0.17898449585126913
0.01,500,0.001,0.0,0.4,0.942898251800121,0.7949491162863305,0.5223528636827718,0.6301055152274044,0.17898856247095823
0.01,500,0.001,0.0,0.5,0.9294375691805599,0.7982524587512805,0.3251160952475052,0.461388921564798,0.17904452175391555
0.01,500,0.001,0.0,0.6,0.9207842365318999,0.8342586190338999,0.18692158218884827,0.30512771783594567,0.179026359118227
0.01,500,0.001,0.0,0.7,0.9157630972350598,0.9527958359337078,0.1009106478279485,0.18221447531144136,0.1789980262582011
0.01,500,0.001,0.001,0.3,0.9506968835940798,0.7592503706356538,0.6897852649606427,0.7225220494154156,0.19221846212135948
0.01,500,0.001,0.001,0.4,0.9325889505095113,0.7874281169235221,0.37957711688568324,0.5117413684283907,0.19222851340385577
0.01,500,0.001,0.001,0.5,0.9209978546894435,0.8225413681405198,0.19380331324309194,0.31349774725352975,0.19217743571700052
0.01,500,0.001,0.001,0.6,0.9159767439206691,0.9693094629156012,0.10148700721272601,0.18348711486924027,0.1922154505769361
0.01,500,0.001,0.01,0.3,0.9148016158296531,0.8633869645419143,0.10206336659750355,0.1822916799926623,0.2430759687609158
0.01,1000,0.0,0.0,0.3,0.9334968704711695,0.6170506376329585,0.7580295096005005,0.6800889971321019,0.16824690500116143
0.01,1000,0.0,0.0,0.4,0.9470112571748086,0.7660353883920418,0.6215574877317788,0.6860358024965374,0.16830257338595178
0.01,1000,0.0,0.0,0.5,0.9365951468054272,0.7980206805639065,0.4288904258472483,0.5573648841824583,0.1682258201439842
0.01,1000,0.0,0.0,0.6,0.928529520842605,0.8172746535179956,0.29988472812304445,0.438468424327232,0.1682521493715894
0.01,1000,0.0,0.0,0.7,0.9208376410712859,0.8432377180857025,0.18462767183743373,0.3026702125066063,0.16823938807352506
0.01,1000,0.0,0.001,0.3,0.9465838924834251,0.709823251572035,0.7224763692652241,0.7159076430456774,0.18396370731189454
0.01,1000,0.0,0.001,0.4,0.938945388723426,0.7938084663825953,0.46673253631064127,0.5872538296081372,0.1839312545795408
0.01,1000,0.0,0.001,0.5,0.9264996918968882,0.8097703379454677,0.27637749892961827,0.41170590775896365,0.18389666832348855
0.01,1000,0.0,0.001,0.6,0.9187009174625997,0.8606998745495071,0.15194150775615056,0.25790195138389305,0.1839470072339345
0.01,1000,0.0,0.01,0.3,0.9166711170449489,0.8019209976289214,0.1404768962223759,0.2388827426843437,0.23888099919994862
0.01,1000,0.001,0.0,0.3,0.9423640637659328,0.6737028299718445,0.7436880413661364,0.7064780250219654,0.17526392233231616
0.01,1000,0.001,0.0,0.4,0.9461032373649196,0.7949596144424532,0.5688024898725422,0.6629360284327616,0.17529637127042932
0.01,1000,0.001,0.0,0.5,0.9313604749352413,0.8039315449985903,0.3486200309587327,0.48583627862772716,0.17531163873993497
0.01,1000,0.001,0.0,0.6,0.9232413731128684,0.8246836524312575,0.22362579455258044,0.3515319960481251,0.17530318970795739
0.01,1000,0.001,0.0,0.7,0.9177394217931599,0.9384012539184953,0.12556894904983038,0.22118666060868897,0.17525061931534197
0.01,1000,0.001,0.001,0.3,0.9539018691588785,0.7778696836068103,0.7081316075486612,0.740937827216882,0.19102806243329834
0.01,1000,0.001,0.001,0.4,0.9325355174420595,0.7856470686489639,0.38015018278826207,0.5119011078456959,0.19102738254841492
0.01,1000,0.001,0.001,0.5,0.9216388232743371,0.8173268664195297,0.2046981523564865,0.32715859376634027,0.19102615517770738
0.01,1000,0.001,0.001,0.6,0.9166176982415299,0.9661311933680355,0.10894180416954846,0.19557964317024157,0.19102456095627102
0.01,1000,0.001,0.01,0.3,0.9148016158296531,0.8758478776125835,0.10034087540756842,0.1797488898789959,0.24310330521588747
0.01,100,0.0,0.0,0.3,0.7330366492146597,0.2504450906105188,0.9622120343839541,0.39737566035831384,0.3240186739009203
0.01,100,0.0,0.0,0.4,0.7957591623036648,0.301801869441046,0.938727793696275,0.4567067057819266,0.3239964660938023
0.01,100,0.0,0.0,0.5,0.8473298429319371,0.3636621917111831,0.8917724109701186,0.516480538859859,0.323648526957372
0.01,100,0.0,0.0,0.6,0.8938743455497382,0.45660853056955897,0.8430912812116251,0.5922620153590581,0.3232166589158997
0.01,100,0.0,0.0,0.7,0.9263350785340314,0.5739263867772901,0.7560261972984036,0.6523305244960401,0.3237409526134739
0.01,100,0.0,0.001,0.3,0.7212565445026178,0.2426365812486801,0.965075726565698,0.3877336127255935,0.32959465994905085
0.01,100,0.0,0.001,0.4,0.7897382198952879,0.2953661793502803,0.937010233319689,0.4490900844667934,0.3291925160311197
0.01,100,0.0,0.001,0.5,0.8432984293193717,0.3569595283002739,0.8894768726975031,0.5093300123465306,0.32958328533409925
0.01,100,0.0,0.001,0.6,0.8956020942408378,0.4612794309245607,0.8407990176013099,0.5955880076919908,0.3295015089717321
0.01,100,0.0,0.001,0.7,0.929109947643979,0.5881589997117654,0.7497241097011871,0.6590452516992842,0.3292116512172092
0.01,100,0.0,0.01,0.3,0.67282722513089,0.21596748570882157,0.9793909128121163,0.35385453095227976,0.38001714349498295
0.01,100,0.0,0.01,0.4,0.7435602094240837,0.2542706172367077,0.933003683995088,0.39956935751762457,0.3793177732042504
0.01,100,0.0,0.01,0.5,0.8241884816753926,0.32983421923453426,0.8940548505935325,0.48180832154611763,0.37949146559801417
0.01,100,0.0,0.01,0.6,0.8987434554973822,0.4691309782625295,0.813301678264429,0.5948485750708482,0.37935525245765583
0.01,100,0.0,0.01,0.7,0.9452879581151832,0.7115343140806788,0.675832992222677,0.6928749904500142,0.3790394136516976
0.01,100,0.0,0.1,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.5423785970775425
0.01,100,0.0,0.1,0.4,0.6569109947643978,0.20817192754071162,0.9811051985264021,0.34343762933846894,0.5415714338007716
0.01,100,0.0,0.1,0.5,0.7585340314136125,0.2563545187389461,0.863112566516578,0.39527189031444643,0.5407661399665925
0.01,100,0.0,0.1,0.6,0.9449214659685863,0.7794786944250689,0.5543986901350798,0.6474904154655097,0.5399476985122449
0.01,100,0.001,0.0,0.3,0.7269109947643979,0.24636670095936958,0.9639295947605404,0.3923711952586395,0.32560187906242105
0.01,100,0.001,0.0,0.4,0.7933507853403141,0.2990855282125498,0.9370135079819892,0.45337123008698405,0.32603069513201033
0.01,100,0.001,0.0,0.5,0.8451832460732984,0.3598279583525093,0.8883340155546458,0.5120326672127469,0.3258426213724533
0.01,100,0.001,0.0,0.6,0.8943979057591622,0.45805029917381057,0.8425182153090462,0.5932977234620147,0.32578875453441036
0.01,100,0.001,0.0,0.7,0.9280104712041884,0.5820207005856887,0.7548817028243962,0.6571296748026889,0.32575700236792715
0.01,100,0.001,0.001,0.3,0.7172251308900524,0.24029385728043037,0.9673663528448628,0.3849087515792956,0.3322184914814048
0.01,100,0.001,0.001,0.4,0.7864921465968586,0.291972980621524,0.9358641015145313,0.44501041698063537,0.3322611392422433
0.01,100,0.001,0.001,0.5,0.8410994764397905,0.35340936362184505,0.8889021694637741,0.5056446794296348,0.3319202324436879
0.01,100,0.001,0.001,0.6,0.8955497382198953,0.46105460046182223,0.8396545231273024,0.5950919089495409,0.3323883685543721
0.01,100,0.001,0.001,0.7,0.9304712041884816,0.5959204791467361,0.7457175603765862,0.6621853707935725,0.33157192710963257
0.01,100,0.001,0.01,0.3,0.6719895287958115,0.21544733655019552,0.9788178469095374,0.35312170270333604,0.3819576343796817
0.01,100,0.001,0.01,0.4,0.7412565445026178,0.2526299081990727,0.9335767498976668,0.39757982070778963,0.38173804833716796
0.01,100,0.001,0.01,0.5,0.8221989528795811,0.3273839888138763,0.8952026197298404,0.4793255805553967,0.38233636684802075
0.01,100,0.001,0.01,0.6,0.8974869109947644,0.4652903432777841,0.8098632828489561,0.5908501436604782,0.38206240288702176
0.01,100,0.001,0.01,0.7,0.9468062827225131,0.723679937014588,0.6769774866966844,0.6992132343568833,0.38239699836228447
0.01,100,0.001,0.1,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.5423886371235265
0.01,100,0.001,0.1,0.4,0.6558115183246073,0.20784588815312222,0.9828260335652887,0.34309677659537163,0.542841501012851
0.01,100,0.001,0.1,0.5,0.7584816753926702,0.25606652344190883,0.861396643471142,0.3947485089857312,0.5419256929587192
0.01,100,0.001,0.1,0.6,0.9457068062827225,0.7751572428917968,0.571592304543594,0.6575829036965879,0.5437380786108018
0.01,100,0.01,0.0,0.3,0.6876439790575916,0.22366717032196592,0.9771035611952519,0.36396424698425345,0.3575875071730441
0.01,100,0.01,0.0,0.4,0.7623560209424083,0.26850912600109006,0.9267015963978714,0.4163151634738342,0.35755940008810966
0.01,100,0.01,0.0,0.5,0.8285340314136125,0.3341910688991395,0.8820319279574294,0.4846536976535415,0.35729132448282563
0.01,100,0.01,0.0,0.6,0.8955497382198953,0.4603648910784929,0.8241899304134261,0.590560484134592,0.3574322544333106
0.01,100,0.01,0.0,0.7,0.9405759162303665,0.6592338042843479,0.7256684404420795,0.6905731985669353,0.3575438676896002
0.01,100,0.01,0.001,0.3,0.6858638743455497,0.22272980365959927,0.9776749897666803,0.36277087889553083,0.3634573561784603
0.01,100,0.01,0.001,0.4,0.7565968586387435,0.26391262038494706,0.9284224314367581,0.41093521049320625,0.3643070623791029
0.01,100,0.01,0.001,0.5,0.8232460732984294,0.327160014580077,0.8831764224314368,0.47739145140671707,0.36446289882782884
0.01,100,0.01,0.001,0.6,0.8935602094240837,0.4544027915957847,0.8155972165370446,0.5834428325007895,0.36409665004792213
0.01,100,0.01,0.001,0.7,0.9434031413612566,0.6791995303339174,0.7228047482603357,0.7000564561227115,0.3644019497365415
0.01,100,0.01,0.01,0.3,0.6613089005235602,0.2103750772607627,0.9811101105198526,0.34641000622995455,0.41224553622462956
0.01,100,0.01,0.01,0.4,0.7298429319371728,0.24384495381565813,0.9301350798198935,0.38634870494959966,0.41263141896712663
0.01,100,0.01,0.01,0.5,0.8108900523560209,0.3129162097592368,0.8923323782234958,0.4632559585817585,0.4125694828888002
0.01,100,0.01,0.01,0.6,0.8927748691099477,0.4494980710550912,0.7714973393368809,0.5679844059520638,0.4122286859936441
0.01,100,0.01,0.01,0.7,0.9546596858638743,0.7991780868158331,0.6729938600081866,0.7303678088711515,0.41246744726722806
0.01,100,0.01,0.1,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.5555361600538048
0.01,100,0.01,0.1,0.4,0.628324607329843,0.1960263693550104,0.9868342202210396,0.32702173699346215,0.5568564398805005
0.01,100,0.01,0.1,0.5,0.7579581151832461,0.2534521374861568,0.8465034793286943,0.39007053569566363,0.5571619029944198
0.01,100,0.01,0.1,0.6,0.9351832460732984,0.7660838354966989,0.41925992632009823,0.5412743489569123,0.5569872398711194
0.01,100,0.1,0.0,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.6125818599111197
0.01,100,0.1,0.0,0.4,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.6111793463734819
0.01,100,0.1,0.0,0.5,0.7583769633507853,0.2524440000650207,0.8373426115431848,0.38789545938912906,0.611437031339656
0.01,100,0.1,0.001,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.613352035352024
0.01,100,0.1,0.001,0.4,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.6124195818061864
0.01,100,0.1,0.001,0.5,0.7583769633507853,0.2524440000650207,0.8373426115431848,0.38789545938912906,0.6116369227125589
0.01,100,0.1,0.01,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.622670054536527
0.01,100,0.1,0.01,0.4,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.6218329894181593
0.01,100,0.1,0.01,0.5,0.7583769633507853,0.2524440000650207,0.8373426115431848,0.38789545938912906,0.6214697881054605
0.01,100,0.1,0.1,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.659231351622872
0.01,100,0.1,0.1,0.4,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.660088146283717
0.01,100,0.1,0.1,0.5,0.7583769633507853,0.2524440000650207,0.8373426115431848,0.38789545938912906,0.6592655864995977
0.01,200,0.0,0.0,0.3,0.7573298429319373,0.26845653614259757,0.9582005730659026,0.4193557544643999,0.3090989904882388
0.01,200,0.0,0.0,0.4,0.8089005235602095,0.31516378268591244,0.9290020466639378,0.4705865687843499,0.3084509591825628
0.01,200,0.0,0.0,0.5,0.8545549738219895,0.37544823529264104,0.887767498976668,0.5275160100754973,0.30897566601382326
0.01,200,0.0,0.0,0.6,0.8947643979057591,0.4593336314254938,0.8488170282439624,0.5959417908721122,0.30885335339005127
0.01,200,0.0,0.0,0.7,0.9244502617801047,0.5626335264557509,0.7818059762586984,0.6541304189000877,0.30876127931715136
0.01,200,0.0,0.001,0.3,0.7410994764397905,0.25617420479464,0.9610659025787964,0.40446088724524804,0.3168736898744825
0.01,200,0.0,0.001,0.4,0.8004712041884817,0.3063034395819977,0.9341498158002457,0.4612772653001892,0.31715178867106214
0.01,200,0.0,0.001,0.5,0.8492146596858638,0.3658351051895414,0.8837560376586164,0.517315812874309,0.3165582560661172
0.01,200,0.0,0.001,0.6,0.8970680628272252,0.46538659987546077,0.8448121162505118,0.6000382925600092,0.31665762874027054
0.01,200,0.0,0.001,0.7,0.9291623036649215,0.5863635227458146,0.7669111747851003,0.6643172694335238,0.31653199357327405
0.01,200,0.0,0.01,0.3,0.6748167539267016,0.21692474903551312,0.9788194842406878,0.3551027159432915,0.37608816160009156
0.01,200,0.0,0.01,0.4,0.7446596858638743,0.25498915526750926,0.9318575521899304,0.4003340055066875,0.3770372240498652
0.01,200,0.0,0.01,0.5,0.8241361256544503,0.329341045237186,0.8906197298403603,0.4807877975894856,0.3771861895189394
0.01,200,0.0,0.01,0.6,0.8987958115183247,0.4691649547296092,0.8121604584527221,0.59456991601051,0.37696925246408586
0.01,200,0.0,0.01,0.7,0.9469633507853403,0.7232828372730689,0.680414244781007,0.7009392245880257,0.37598477907415395
0.01,200,0.0,0.1,0.3,0.09141361256544503,0.09141361256544503,1.0,0.167514134530706,0.5415521023564295
0.01,200,0.0,0.1,0.4,0.6585340314136126,0.20899819716613263,0.9816782644289808,0.34460557792031443,0.5408963696254372
0.01,200,0.0,0.1,0.5,0.7585863874345551,0.25672927942166235,0.8654048301268931,0.39595821183326974,0.5413145381920733
0.01,200,0.0,0.1,0.6,0.946020942408377,0.777338131045743,0.5738943921408104,0.6600256776823927,0.5415104349915548
0.01,200,0.001,0.0,0.3,0.7519895287958116,0.2642946507165612,0.95934670487106,0.41436915483402076,0.31044390092852886
0.01,200,0.001,0.0,0.4,0.806125654450262,0.3121779733471745,0.930719607040524,0.4674714889952575,0.31095403254139514
0.01,200,0.001,0.0,0.5,0.8524083769633508,0.37143856279515053,0.8860499386000817,0.5232839019993186,0.311386762883566
0.01,200,0.001,0.0,0.6,0.8959685863874345,0.4624690216233468,0.8471011051985264,0.5981716644549024,0.3107599199543199
0.01,200,0.001,0.0,0.7,0.9269633507853403,0.5739606245280562,0.7818043389275482,0.6617513729672536,0.3109610921223016
0.01,200,0.001,0.001,0.3,0.7327225130890052,0.2505587597630489,0.9650740892345476,0.3977809782150371,0.31974281148086375
0.01,200,0.001,0.001,0.4,0.797696335078534,0.3031499233921139,0.9330053213262381,0.4575539444950391,0.3198780720177786
0.01,200,0.001,0.001,0.5,0.8457591623036649,0.3600489824757923,0.8831796970937372,0.511442068308004,0.31978649199396314
0.01,200,0.001,0.001,0.6,0.8980628272251309,0.4682161269899626,0.8442390503479329,0.6022284178786068,0.319765106301512
0.01,200,0.001,0.001,0.7,0.9306282722513088,0.5932135584415152,0.7703479328694229,0.6700034894204763,0.3200258367213272
0.01,200,0.001,0.01,0.3,0.6728795811518324,0.21592422633848632,0.9788178469095374,0.3537585580217063,0.3801281233395575
0.01,200,0.001,0.01,0.4,0.741937172774869,0.2529874204381228,0.9324306180925092,0.3979205623717823,0.3798194733866231
0.01,200,0.001,0.01,0.5,0.8226701570680628,0.3274634836115855,0.8911911584117889,0.4788659289289404,0.3801988524391942
0.01,200,0.001,0.01,0.6,0.8975916230366494,0.4655014434075044,0.8104396234138355,0.5911986507314377,0.38100662758259274
