constructorId,constructor_avg_points_per_race
131,7.183496932515338
9,6.064086294416244
23,5.0588235294117645
6,3.814788847888479
208,3.4025974025974026
196,3.25
1,3.186427457098284
211,3.1578947368421053
108,2.588235294117647
10,2.483490566037736
